Entry,0006216,OLDRS,RANK,RS,RAWQP,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0002314,,,,,,,,,,,,,,,2020,2017,,Friuli Colli Orientali Chardonnay Giugiu,DOC,Friuli Colli Orientali Chardonnay,Agricola Gori,Friuli Venezia Giulia,2,10-14,Chardonnay 100%,nd,84,2,84,nd,nd,,,Bianco Fermo,White Wine,12.5,3,10,acciaio+botte,steel+oak,,,Italy,,,
2,0002314,,,,,,,,,,,,,,,2021,2018,,Friuli Colli Orientali Chardonnay Giugiu,DOC,Friuli Colli Orientali Chardonnay,Agricola Gori,Friuli Venezia Giulia,3,10-14,Chardonnay 100%,Pollo tandori,85,3,85,nd,nd,,,Bianco Fermo,White Wine,13,4,10,acciaio+botte,steel+oak,"Paglierino luminoso. Una pregiata tracciafumé definisce per prima la compagineodorosa, per poi accogliere l'odore della peraruggine, in perfetta armonia con i temi varietalidell'albicocca e della frutta tropicale. Ingressomorbido, supportato da buon corpo, conestensione fresca e congedo che richiama lesensazioni olfattive. Sosta parte in acciaio eparte in legno per 10 mesi",,Italy,,,
2,0002314,,,,,,,,,,,,,,,2022,2019,,Friuli Colli Orientali Chardonnay Giugiu,DOC,Friuli Colli Orientali Chardonnay,Agricola Gori,Friuli Venezia Giulia,3,10-14,Chardonnay 100%,nd,86,3,86,nd,nd,,,Bianco Fermo,White Wine,12.5,2,10,acciaio+botte,steel+oak,,,Italy,,,
2,0002314,,,,,,,,,,,,,,,2023,2021,,Friuli Colli Orientali Chardonnay Giugiu,DOC,Friuli Colli Orientali Chardonnay,Agricola Gori,Friuli Venezia Giulia,3,15-19,Chardonnay 100%,Salame felino,86,3,86,nd,nd,,,Bianco Fermo,White Wine,14,3,10,acciaio+botte,steel+oak,"Tonalità paglierine luminose. IL bagaglio olfattivo sì apre sentori di frutta a pasta gialla, banana, mela gol pompelmo e prosegue con veli di mentuccia, salsedine resina. Ingresso in bocca piacevole e proporzionato tra le componenti gliceriche e le durezze. Finale morbido con richiami fruttati.  ",,Italy,,,
1,0002314-1,1.70,7,42,2.50,62,,,,,85,8,0.48,12,2.6,,,,Friuli Colli Orientali Chardonnay Giugiu,DOC,Friuli Colli Orientali Chardonnay,Agricola Gori,Friuli Venezia Giulia,2★-3★,15-19,Chardonnay 100%,Risotto con ragù di carne bianca e porcini – Tagliatelle ai porcini – Pollo tandori – Salame felino,84.9,2★-3★,84.9,nd,nd,,,Bianco Fermo,White Wine,14,3k,10,acciaio+botte,steel+oak,,,Italy,,,
2,0002313,,,,,,,,,,,,,,,2017,2014,,Friuli Colli Orientali Chardonnay Ronc Di Juri,DOC,Friuli Colli Orientali Chardonnay,Alessio Dorigo,Friuli Venezia Giulia,3,25-29,Chardonnay 100%,Gnocchetti di zucca con noci e formadi frant,85,3,85,nd,nd,,,Bianco Fermo,White Wine,14,3,12,botte,oak,"Giallo paglierino intenso, con riflessi dorati. Inevidenza note burrose e toni fruttati di pesca,mela delicious, chips di banana e tabaccobiondo seguiti da ricordi minerali e fumé.Morbido e avvolgente all'assaggio, pieno,sapido e grintoso, dalla buona corrispondenzagusto-olfattiva. Vinificato in barrique, doverimane per 10 mesi sui lieviti",,Italy,,,
2,0002313,,,,,,,,,,,,,,,2018,2015,,Friuli Colli Orientali Chardonnay Ronc Di Juri,DOC,Friuli Colli Orientali Chardonnay,Alessio Dorigo,Friuli Venezia Giulia,2,30-34,Chardonnay 100%,nd,84,2,84,nd,nd,,,Bianco Fermo,White Wine,14,3,12,botte,oak,,,Italy,,,
2,0002313,,,,,,,,,,,,,,,2019,2016,,Friuli Colli Orientali Chardonnay Ronc Di Juri,DOC,Friuli Colli Orientali Chardonnay,Alessio Dorigo,Friuli Venezia Giulia,3,25-29,Chardonnay 100%,Farfalle con polpa di granchio zucchine e prezzemolo,85,3,85,nd,nd,,,Bianco Fermo,White Wine,14.5,2,12,botte,oak,"Paglierino luminoso, dai riflessi dorati. Solare,estivo, con immediati riconoscimenti florealidi ginestra e tiglio, seguiti da ricordi di cremapasticciera, frollino al limone e spezie dolci.Poi la frutta, pesca e melone soprattutto e,a concludere, tocchi di lavanda officinale.Avvolgente, equilibrato, offre freschezzabalsamica e ottima sapidità. Fermentazione ematurazione in botti piccole di rovere franceseper 10 mesi",,Italy,,,
2,0002313,,,,,,,,,,,,,,,2020,2017,,Friuli Colli Orientali Chardonnay Ronc Di Juri,DOC,Friuli Colli Orientali Chardonnay,Alessio Dorigo,Friuli Venezia Giulia,3,30-34,Chardonnay 100%,nd,86,3,86,nd,nd,,,Bianco Fermo,White Wine,14,2,12,botte,oak,,,Italy,,,
2,0002313,,,,,,,,,,,,,,,2021,2018,,Friuli Colli Orientali Chardonnay Ronc Di Juri,DOC,Friuli Colli Orientali Chardonnay,Alessio Dorigo,Friuli Venezia Giulia,3,30-34,Chardonnay 100%,Gnocchetti di castagne ai porcini,86,3,86,nd,nd,,,Bianco Fermo,White Wine,13.5,2,12,botte,oak,"Paglierino luminoso. In evidenza all'olfattoprofumi di pesca e frutta a pasta gialla; siintrecciano ricordi di lavanda, agrumi e diidrocarburi sul finale. L'appagante sapidità èsorretta da altrettanta freschezza: prosegueequilibrato fino a una lenta chiusura dai ricordidi arancia candita. Fermenta e matura per 12mesi in barrique.",,Italy,,,
2,0002313,,,,,,,,,,,,,,,2022,2019,,Friuli Colli Orientali Chardonnay Ronc Di Juri,DOC,Friuli Colli Orientali Chardonnay,Alessio Dorigo,Friuli Venezia Giulia,3,30-34,Chardonnay 100%,nd,86,3,86,nd,nd,,,Bianco Fermo,White Wine,12.5,2,12,botte,oak,,,Italy,,,
2,0002313,,,,,,,,,,,,,,,2023,2020,,Friuli Colli Orientali Chardonnay Ronc Di Juri,DOC,Friuli Colli Orientali Chardonnay,Alessio Dorigo,Friuli Venezia Giulia,3,28-32,Chardonnay 100%,Tonnarelli cacio e pepe,86,3,86,nd,nd,,,Bianco Fermo,White Wine,13.5,2,12,botte,oak,,,Italy,,,
1,0002313-1,1.82,5,45,1.51,37,,,,,73,9,0.29,7,2.9,,,,Friuli Colli Orientali Chardonnay Ronc Di Juri,DOC,Friuli Colli Orientali Chardonnay,Alessio Dorigo,Friuli Venezia Giulia,2★-3★,28-32,Chardonnay 100%,Farfalle con polpa di granchio zucchine e prezzemolo – Gnocchetti di castagne ai porcini – Tonnarelli cacio e pepe,85.4,2★-3★,85.4,nd,nd,,,Bianco Fermo,White Wine,13.5,2k,12,botte,oak,,,Italy,,,
2,0002308,,,,,,,,,,,,,,,2017,2014,Riserva,Friuli Colli Orientali Chardonnay Spiule Guido Locatelli Riserva,DOC,Friuli Colli Orientali Chardonnay,Angoris,Friuli Venezia Giulia,3,20-24,Chardonnay 100%,Rombo al cartoccio,87,4,89,nd,nd,,,Bianco Fermo,White Wine,13.5,3,12+12,acciaio+botte,steel+oak,"Giallo dorato luccicante. Emana intense eben amalgamate sensazioni di pesca, cremapasticciera, eleganti note minerali, poi yogurtalla frutta e mela cotogna. All'assaggio èmorbido e accarezza il palato con avvolgenza.Buona componente sapida a sostegno; lapersistenza è caratterizzata da freschezza e dauna raffinata mineralità. Sosta in tonneau per10 mesi",,Italy,,,
2,0002308,,,,,,,,,,,,,,,2018,2015,Riserva,Friuli Colli Orientali Chardonnay Spiule Guido Locatelli Riserva,DOC,Friuli Colli Orientali Chardonnay,Angoris,Friuli Venezia Giulia,4,15-19,Chardonnay 100%,Filetti di orata all'acqua pazza,89,4,89,nd,nd,,,Bianco Fermo,White Wine,14,3,12+12,acciaio+botte,steel+oak,"Giallo paglierino netto, luminoso. Nasoelegante, dalle molte sfaccettature. Sentorifloreali di ginestra e tiglio, note di fruttatropicale tra cui spicca la papaia, poi unpot-pourri di erbe officinali quasi balsamiche.Precisa e vigorosa la salsedine. Il sorso èmaterico e setoso. L'impronta glicerica èperfettamente equilibrata da freschezzae sapidità adeguate. Lungo il finale, conincessanti richiami olfattivi. Una piccola partefermenta in tonneau. Matura in acciaio e roveregrande per 10 mesi sui lieviti.",,Italy,,,
2,0002308,,,,,,,,,,,,,,,2019,2016,Riserva,Friuli Colli Orientali Chardonnay Spiule Guido Locatelli Riserva,DOC,Friuli Colli Orientali Chardonnay,Angoris,Friuli Venezia Giulia,3,15-19,Chardonnay 100%,Filetti di trota al mandarino,87,3,87,nd,nd,,,Bianco Fermo,White Wine,14,3,12+12,acciaio+botte,steel+oak,"Paglierino intenso. La solarità dell'espressionevisiva si manifesta anche al naso, con fruttitropicali, pesca e albicocca, seguiti da fiori gialli,fienagione e un lieve ricordo di wafer al limonea chiudere. Il sorso, avvolgente e intenso, èperfettamente equilibrato grazie alla freschezzabalsamica e minerale. Il prolungato finale rivelaun'appagante continuità con i ricordi olfattiviMaturazione per 12 mesi, parte in acciaio eparte in tonneau",,Italy,,,
2,0002308,,,,,,,,,,,,,,,2020,2017,Riserva,Friuli Colli Orientali Chardonnay Spiule Guido Locatelli Riserva,DOC,Friuli Colli Orientali Chardonnay,Angoris,Friuli Venezia Giulia,3,15-19,Chardonnay 100%,Filetto di salmerino alle noci,86,3,86,nd,nd,,,Bianco Fermo,White Wine,14,3,12+12,acciaio+botte,steel+oak,"Giallo paglierino deciso. L'ingresso riportasubito alla pesca bianca, alla mela, alla bananae al cedro; giungono poi fragranti suggestionidi mentuccia, salvia e timo, insieme a unsoffio di fiori bianchi e iodio. Ingresso setoso,dall'adeguato contenuto glicerico. Si allungaben proporzionato verso un finale dai ricordidi frutta, lievemente amarognolo. Riposa traacciaio e tonneau per 12 mesi",,Italy,,,
2,0002308,,,,,,,,,,,,,,,2021,2018,Riserva,Friuli Colli Orientali Chardonnay Spiule Guido Locatelli Riserva,DOC,Friuli Colli Orientali Chardonnay,Angoris,Friuli Venezia Giulia,3,15-19,Chardonnay 100%,Millefoglie di rombo,86,3,86,nd,nd,,,Bianco Fermo,White Wine,13.5,3,12+12,acciaio+botte,steel+oak,"Paglierino luminoso. Impianto odoroso dal tonovarietale; emergono innazitutto sentori di fiori,frutta a polpa gialla, mandarino; poi un raffinatoventaglio di salvia e rosmarino e rintocchi dimiele. Bocca morbida, che svela un connubio disapidità e freschezza. Chiude su ricordi fruttatie di lavanda. Vinificato parte in acciaio e partein legno, attende per 12 mesi, poi altri 14 mesidi affinamento in bottiglia",,Italy,,,
2,0002308,,,,,,,,,,,,,,,2022,2019,Riserva,Friuli Colli Orientali Chardonnay Spiule Guido Locatelli Riserva,DOC,Friuli Colli Orientali Chardonnay,Angoris,Friuli Venezia Giulia,3,15-19,Chardonnay 100%,nd,86,3,86,nd,nd,,,Bianco Fermo,White Wine,14,3,12+12,acciaio+botte,steel+oak,,,Italy,,,
1,0002308-1,2.69,2,67,3.96,98,,,,,38,13,0.76,18,3.2,,,Riserva,Friuli Colli Orientali Chardonnay Spiule Guido Locatelli Riserva,DOC,Friuli Colli Orientali Chardonnay,Angoris,Friuli Venezia Giulia,3★-4★,15-19,Chardonnay 100%,Rombo al cartoccio – Filetti di orata all'acqua pazza – Filetti di trota al mandarino – Filetto di salmerino alle noci – Millefoglie di rombo,86.8,3★-4★,87.2,nd,nd,,,Bianco Fermo,White Wine,14,3k,12+12,acciaio+botte,steel+oak,,,Italy,,,
2,0002309,,,,,,,,,,,,,,,2017,2015,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Arzenton,Friuli Venezia Giulia,2,5-9,Chardonnay 100%,nd,84,2,84,nd,nd,,,Bianco Fermo,White Wine,13.5,4,7,acciaio,steel,,,Italy,,,
2,0002309,,,,,,,,,,,,,,,2018,2016,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Arzenton,Friuli Venezia Giulia,3,5-9,Chardonnay 100%,Mousse di tonno,85,3,85,nd,nd,,,Bianco Fermo,White Wine,13.5,4,7,acciaio,steel,"Giallo paglierino luminoso. La delicatezzaè la caratteristica principale all’olfatto,contrassegnato da sentori di fienagioneprimaverile, mineralità terrosa, foglia di tèverde, un accenno di miele e frutta tropicale.Il sorso è avvolgente e prevalentementesuccoso sino al finale, che si allunga grazie auna rinvigorente scia di agrumi. Fermenta incemento e matura in acciaio per 7 mesi",,Italy,,,
2,0002309,,,,,,,,,,,,,,,2019,2017,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Arzenton,Friuli Venezia Giulia,3,10-14,Chardonnay 100%,Polenta di Verzegnis e funghi,85,3,85,nd,nd,,,Bianco Fermo,White Wine,13.5,3,7,acciaio,steel,"Giallo paglierino con sottili riflessi doratiIngresso spiccatamente balsamico: riportasubito al mentolo, alla felce, alla salvia e alrosmarino. Giungono poi fragranti suggestionidi pesca bianca, mela cotogna, pera abate eun soffio di pepe bianco. L'ingresso, diretto,dall'adeguato contenuto glicerico, si allungasetoso verso una conclusione dai ricordi di erbearomatiche. Fermenta in cemento, poi riposa inacciaio sui lieviti per 7 mesi.",,Italy,,,
2,0002309,,,,,,,,,,,,,,,2020,2018,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Arzenton,Friuli Venezia Giulia,2,10-14,Chardonnay 100%,nd,84,2,84,nd,nd,,,Bianco Fermo,White Wine,13.5,3,7,acciaio,steel,,,Italy,,,
2,0002309,,,,,,,,,,,,,,,2021,2019,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Arzenton,Friuli Venezia Giulia,2,10-14,Chardonnay 100%,nd,84,2,84,nd,nd,,,Bianco Fermo,White Wine,14,2,7,acciaio,steel,,,Italy,,,
2,0002309,,,,,,,,,,,,,,,2022,2020,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Arzenton,Friuli Venezia Giulia,3,10-14,Chardonnay 100%,nd,85,3,85,nd,nd,,,Bianco Fermo,White Wine,13,3,7,acciaio,steel,,,Italy,,,
1,0002309-1,1.36,10,34,2.84,70,,,,,127,7,0.54,13,2.5,,,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Arzenton,Friuli Venezia Giulia,2★-3★,10-14,Chardonnay 100%,Mousse di tonno – Polenta di Verzegnis e funghi,84.5,2★-3★,84.5,nd,nd,,,Bianco Fermo,White Wine,13,3k,7,acciaio,steel,,,Italy,,,
2,0002310,,,,,,,,,,,,,,,2020,2018,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Ca Tullio,Friuli Venezia Giulia,2,15-19,Chardonnay 100%,Spaghetti alle vongole,82,2,82,nd,nd,,,Bianco Fermo,White Wine,12.5,15,5,acciaio,steel,"Deciso paglierino con sfumature dorate. Avviofloreale con zagara e fiori di pesco, tenui sentorifruttati di nespola e pesca sciroppata, poi ungradevole tratto mentolato. Ingresso succoso,dotato di proporzionato contesto fresco-sapido;si congeda lentamente, saporito, con finale dairimandi di pesca. Riposa in acciaio per 4 mesi.",,Italy,,,
2,0002310,,,,,,,,,,,,,,,2021,2019,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Ca Tullio,Friuli Venezia Giulia,2,15-19,Chardonnay 100%,nd,82,2,82,nd,nd,,,Bianco Fermo,White Wine,13,15,5,acciaio,steel,,,Italy,,,
2,0002310,,,,,,,,,,,,,,,2022,2020,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Ca Tullio,Friuli Venezia Giulia,2,10-14,Chardonnay 100%,nd,82,2,82,nd,nd,,,Bianco Fermo,White Wine,12.5,15,5,acciaio,steel,,,Italy,,,
1,0002310-1,0.35,25,9,0.72,18,,,,,295,2,0.14,3,2.0,,,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Ca Tullio,Friuli Venezia Giulia,2★,10-14,Chardonnay 100%,Spaghetti alle vongole,82.0,2★,82.0,nd,nd,,,Bianco Fermo,White Wine,12.5,3k,5,acciaio,steel,,,Italy,,,
2,0002311,,,,,,,,,,,,,,,2018,2015,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Canus,Friuli Venezia Giulia,3,10-14,Chardonnay 100%,nd,86,3,86,nd,nd,,,Bianco Fermo,White Wine,13.5,3,12+6,acciaio+botte,steel+oak,,,Italy,,,
2,0002311,,,,,,,,,,,,,,,2019,2016,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Canus,Friuli Venezia Giulia,3,15-19,Chardonnay 100%,Spaghetti e frutti di mare al cartoccio,86,3,86,nd,nd,,,Bianco Fermo,White Wine,13.5,6,12+6,acciaio+botte,steel+oak,"Paglierino vivace. Riconoscimenti di erbe alpinee artemisia formano un fine amalgama con uncomparto più caldo e solare, caratterizzato dafrutta secca e fienagione. In bocca l'improntaè decisamente minerale, con un'acidità cheaccompagna il sorso e una struttura salda,sostenuta da rigogliosa sapidità; congedospeziato. Riposa in acciaio e rovere francese.",,Italy,,,
2,0002311,,,,,,,,,,,,,,,2020,2017,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Canus,Friuli Venezia Giulia,3,15-19,Chardonnay 100%,Tartare di tonno,86,3,86,nd,nd,,,Bianco Fermo,White Wine,13.5,6,12+6,acciaio+botte,steel+oak,"Paglierino brillante. Una traccia di erbearomatiche e fienagioni estive fa da guidaa crema, wafer, yogurt e agrumi, in sinergiacon delicati innesti di spezie, vaniglia e fruttasecca. Sorso avvolgente, sui toni caldi; laspalla fresco-sapida, in calibrata proporzionecon le componenti gliceriche, ne garantiscel'equilibrio. Buona persistenza e richiamicorrispondenti. Vinificazione in acciaio etonneau",,Italy,,,
2,0002311,,,,,,,,,,,,,,,2021,2018,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Canus,Friuli Venezia Giulia,3,15-19,Chardonnay 100%,Spaghetti mazzancolle e fasolari,86,3,86,nd,nd,,,Bianco Fermo,White Wine,13.5,6,12+6,acciaio+botte,steel+oak,"Giallo paglierino luminoso. L'olfatto seducecon profumi di frutta disidratata e cocktail difrutti tropicali, effluvi di fiori gialli e pepe bianco,uniti a buccia d'arancia e crema pasticciera.L'assaggio si mostra equilibrato, corrispondentee sostenuto da un'adeguata acidità.Fermentazione in acciaio e legno, seguita dauna maturazione in tonneau per 6 mesi.",,Italy,,,
2,0002311,,,,,,,,,,,,,,,2022,2019,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Canus,Friuli Venezia Giulia,3,15-19,Chardonnay 100%,nd,86,3,86,nd,nd,,,Bianco Fermo,White Wine,13.5,6,12+6,acciaio+botte,steel+oak,,,Italy,,,
2,0002311,,,,,,,,,,,,,,,2023,2020,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Canus,Friuli Venezia Giulia,3,15-19,Chardonnay 100%,Tortelli al castelmagno,86,3,86,nd,nd,,,Bianco Fermo,White Wine,13,6,12+6,acciaio+botte,steel+oak,,,Italy,,,
1,0002311-1,2.03,4,51,2.98,74,,,,,57,10,0.57,14,3.0,,,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Canus,Friuli Venezia Giulia,3★,15-19,Chardonnay 100%,Spaghetti e frutti di mare al cartoccio – Tartare di tonno – Spaghetti mazzancolle e fasolari – Tortelli al castelmagno,86.0,3★,86.0,nd,nd,,,Bianco Fermo,White Wine,13,6k,12+6,acciaio+botte,steel+oak,,,Italy,,,
2,0002312,,,,,,,,,,,,,,,2017,2015,,Friuli Colli Orientali Chardonnay,DOC,Friuli Colli Orientali Chardonnay,Castello Di Buttrio,Friuli Venezia Giulia,3,15-19,Chardonnay 100%,Carpaccio di vitello,86,3,86,nd,nd,,,Bianco Fermo,White Wine,13,7,6,acciaio,steel,"Paglierino intenso tendente al dorato. Nasofitto, dove in rapida successione si colgonofiori d’arancia, gelsomino, scorza di pompelmo,erbe officinali essiccate e sbuffi marini. Sorsodominato in una prima fase dalla pienezza e dalvolume, che si ingentilisce poi grazie all'apportodi freschezza; chiusura persistente. Vinificato inacciaio per 6 mesi",,Italy,,,
