Entry,0006447,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0000811,,,,,,,,,,,,2017,2012,,Brunello Vigna Piaggia,DOCG,Brunello Di Montalcino,Abbadia Ardegna,Toscana,3,35-59,Sangiovese 100%,Tagliata al rosmarino,87,,87,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14.5,7,12+30,acciaio+botte,steel+oak,"Veste rubino trasparente. Profumi di mirto, ciliegia, mora, grafite, stecco  di liquirizia, pot-pourri di fiori secchi e cioccolato fondente. Bocca elegante con tannini ancora in evoluzione, freschezza piena e di soddisfazione, con un finale piacevolmente amaricante. Sosta per 12 mesi in acciaio, per 30 in legno e conclude il suo tragitto con 6 mesi in bottiglia. ",,Italy,,,
2,0000811,,,,,,,,,,,,2018,2013,,Brunello Vigna Piaggia,DOCG,Brunello Di Montalcino,Abbadia Ardegna,Toscana,4,40-44,Sangiovese 100%,Lepre alla ghiotta,90,,90,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14,7,12+30,acciaio+botte,steel+oak,"Livrea rubino vivace, con evidenti tracce granato sul bordo. Richiami olfattivi chiari e riconoscibili, con un inizio di incenso, gelée di mirtilli, corbezzolo  e viola mammola; si inseriscono poi bacche di ginepro, tabacco da pipa, vaniglia e mirto. In bocca è austero, con freschezza e tannini avvolgenti; persistente, con indizi sapidi in chiusura Maturazione in acciaio per 12 mesi,  cui seguono 30 mesi di sosta in botti  di grande dimensione e un anno di affinamento in bottiglia. ",,Italy,,,
2,0000811,,,,,,,,,,,,2019,2014,,Brunello Vigna Piaggia,DOCG,Brunello Di Montalcino,Abbadia Ardegna,Toscana,4,40-44,Sangiovese 100%,Carrè di agnello ,90,,90,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14,4,12+30,acciaio+botte,steel+oak,"Raggiante rubino con marcate sfumature granato. Il naso è dapprima accarezzato da intensi ricordi di ciliegia, lampone e caramello, poi si susseguono nette tracce ferrose, cuoio, eucalipto, pepe, cioccolato, incenso, e da ultimo legno di cedro. L'ingresso in bocca è deciso, corposo, sostenuto da una buona freschezza, il tannino è vivo ma non invadente; chiude lentamente sulla polvere di caffè. Riposa per 12 mesi in acciaio, per 30 mesi in botti e continua per 12 mesi in bottiglia. ",,Italy,,,
1,0000811-1,2.68,14,0.34,18,14,0.34,9,,,,3.5,,,,Brunello Vigna Piaggia,DOCG,Brunello Di Montalcino,Abbadia Ardegna,Toscana,3★-4★,40-44,Sangiovese 100%,Petto di fagiano lardellato – Tagliata al rosmarino – Lepre alla ghiotta – Carrè di agnello ,90.0,,90,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14,4-7,12+30,acciaio+botte,steel+oak,,,Italy,,,
2,0000744,,,,,,,,,,,,2017,2011,,Brunello,DOCG,Brunello Di Montalcino,Agostina Pieri,Toscana,3,25-29,Sangiovese 100%,Costolette d'agnello a scottadito,86,,86,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,15.5,12,6+24,acciaio+botte,steel+oak,"Sfumatura luminosa di rosso granato. | Scansione olfattiva ineccepibile: ciliegia e viola in abbondanza segnano l’attacco, poi liquirizia, vaniglia, cannella, cacao, per evolvere con ricordi di pellame. | Mette in evidenza grande morbidezza e calore. Equilibratissimo in virtù di tannini levigati. È un Brunello di potenza, figlio  di un'annata molto calda. Vinificato in | acciaio, continua la maturazione in legni di grandi dimensioni per 2 anni e affina  in bottiglia per altri 18 mesi | ",,Italy,,,
2,0000744,,,,,,,,,,,,2018,2012,,Brunello,DOCG,Brunello Di Montalcino,Agostina Pieri,Toscana,3,35-39,Sangiovese 100%,Fegatelli di maiale alla brace,87,,87,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,15.5,14,6+24,acciaio+botte,steel+oak,"Rubino luminoso. Profilo olfattivo | balsamico e speziato, ancor prima che fruttato. Emergono vaniglia, tabacco, eucalipto, gelatina di frutta, mora, lampone, liquore al caffè, tamarindo, caramella mou. In bocca è largo e avvolgente, i tannini sono morbidi,  dalla grana leggermente polverosa. In chiusura resta il ricordo di ciliegia sotto spirito. Riposa per 24 mesi in botti da 600 e 2000 litri, e affina altri 18 mesi in bottiglia. | ",,Italy,,,
2,0000744,,,,,,,,,,,,2019,2013,,Brunello,DOCG,Brunello Di Montalcino,Agostina Pieri,Toscana,4,35-39,Sangiovese 100%,Lombata al forno con salsa all'arancia,90,,90,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14,11,6+24,acciaio+botte,steel+oak,"Rosso granato trasparente e luminoso. Il profumo evoluto mette in evidenza bacche di goji, canditi e prugna, insieme a ricordi di petali di rosa, cannella, cacao e tabacco. In bocca è sapido,  ha buon corpo e ottimi tannini, fitti e setosi. Si distingue per una progressione scattante. Fermenta in acciaio e matura in botti di rovere francese da 2000 e 600 litri per 2 anni; affina per 18 mesi in bottiglia ",,Italy,,,
2,0000744,,,,,,,,,,,,2020,2014,,Brunello,DOCG,Brunello Di Montalcino,Agostina Pieri,Toscana,4,35-39,Sangiovese 100%,Petto d'anatra all'arancia,90,,90,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14.5,7,6+24,acciaio+botte,steel+oak,"Rosso granato trasparente. Ha un | profumo articolato, che spazia dalla fragranza di malva e glicine alle spezie rivelatrici della permanenza in legno, cannella e liquirizia in particolare. La componente fruttata è più timida ed emerge con ricordo di lampone e ribes nero. In bocca la freschezza pronunciata e i tannini discreti determinano un gusto scattante, quasi nervoso, corrispondente all'andamento climatico del millesimo. Nella chiusura si fanno protagoniste la sapidità e una persistenza apprezzabile. Fermenta in acciaio e matura per 2 anni in botti di varie dimensioni, da 6 a 20 | ettolitri, quindi affina per altri 2 anni in bottiglia. | ",,Italy,,,
2,0000744,,,,,,,,,,,,2021,2015,,Brunello,DOCG,Brunello Di Montalcino,Agostina Pieri,Toscana,4,35-39,Sangiovese 100%,Stracotto di manzo con cipollotti,90,,90,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,15.5,22,6+24,acciaio+botte,steel+oak,"Manto granato molto luminoso. |  profumi potenti ed evoluti di frutta in confettura lasciano emergere anche sottobosco, sigaro toscano, chiodi di garofano e liquirizia, insieme a un pizzico di vaniglia. È decisamente avvolgente  e caldo al palato, sostenuto da una | maglia di tannini che si fondono nella progressione. Mette in evidenza intensi aromi fruttati. Dopo la fermentazione in acciaio matura per 2 anni in botti piccole e grandi e affina per lo stesso tempo in bottiglia. | ",,Italy,,,
2,0000744,,,,,,,,,,,,2022,2016,,Brunello,DOCG,Brunello Di Montalcino,Agostina Pieri,Toscana,4,35-39,Sangiovese 100%,Pici al ragù di cinghiale,89,,89,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,15,22,6+24,acciaio+botte,steel+oak,"Rubino luminoso dai riflessi granato. Al naso si alternano ciliegia sotto spirito, tabacco e vaniglia a cui fanno da cornice nuance balsamiche di macchia mediterranea e resina. Al palato è am- pio, dotato di decisa spinta calorica ma saldamente sorretto dal- la freschezza e da un tannino ben estratto. Finale su spezie dolci e salsedine. ",,Italy,,,
2,0000744,,,,,,,,,,,,2023,2017,,Brunello,DOCG,Brunello Di Montalcino,Agostina Pieri,Toscana,4,34-38,Sangiovese 100%,Braciola di cervo con salsa di ribes,89,,91,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,15,22,6+24,acciaio+botte,steel+oak,"Rubino scuro dal riflessi granato. Olfatto dall'incedere aperto e sicuro su pnote di scorza d'arancia,aghi di pino e cenere uniti a cenni di lodio e funghi freschi. Bocca piena e calda tenuta sul binari dal tannino fitto e ben tornito e da una congrua freschezza agrumata. Finale lungo di Uquirizia. ",,Italy,,,
1,000744-1,5.68,30,0.84,46,30,0.84,21,,,,3.7,,,,Brunello,DOCG,Brunello Di Montalcino,Agostina Pieri,Toscana,3★-4★,34-38,Sangiovese 100%,Fegatelli di maiale alla brace – Lombata al forno con salsa all'arancia – Petto d'anatra all'arancia – Stracotto di manzo con cipollotti – Pici al ragù di cinghiale – Braciola di cervo con salsa di ribes,88.7,0★,89.0,nd,nd,Toscana Sangiovese,,Rosso fermo,Red Wine,15,22k,6+24,acciaio+botte,steel+oak,,,Italy,,,
2,0000745,,,,,,,,,,,,2020,2015,Riserva,Brunello Riserva,DOCG,Brunello Di Montalcino,Agostina Pieri,Toscana,3,40-44,Sangiovese 100%,nd,86,,86,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,15,1,6+24,acciaio+botte,steel+oak,,,Italy,,,
1,0000745-1,0.34,2,0.04,2,2,0.04,1,,,,3.0,,,Riserva,Brunello Riserva,DOCG,Brunello Di Montalcino,Agostina Pieri,Toscana,3★,40-44,Sangiovese 100%,nd,86.0,,86,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,15,1,6+24,acciaio+botte,steel+oak,,,Italy,,,
2,0000796,,,,,,,,,,,,2021,2011,,Brunello,DOCG,Brunello Di Montalcino,Altesino,Toscana,3,35-39,Sangiovese 100%,Spezzatino di cervo ,87,,87,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14.5,130,30,botte,oak,"Rubino trasparente e luminoso. Il naso è schietto, stuzzicato da sentori di lampone e ribes rosso in confettura, macchia mediterranea, petali di viola freschi, cacao, visciola, timo, arancia  e tamarindo. Al sorso mostra tutto il suo nerbo, dinamico e ottimamente bilanciato fra le varie componenti. Persistente finale fruttato. Per 12 mesi in acciaio e 30 in botte grande, prosegue con almeno 4 mesi in vetro. ",,Italy,,,
2,0000796,,,,,,,,,,,,2017,2012,,Brunello,DOCG,Brunello Di Montalcino,Altesino,Toscana,5,30-34,Sangiovese 100%,Cosciotto di maialino in crosta di erbe aromatiche,91,,91,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14.5,120,30,botte,oak,"Veste rubino con smaglianti sfumature che virano rapide al granato. ll ricco  e aristocratico bouquet si svela lentamente su ricordi di tabacco dolce e nuance minerali, poi si colgono sentori di liquirizia e salamoia d'olive, con intense fragranze di fiori rossi appassiti, ciliegia e prugna in confettura, timo e infine gianduia. Al sorso è raffinato e lascia emergere una dinamica struttura in un susseguirsi di sapori intensi che accompagnano l'equilibrio gustativo, facendo presagire un lungo futuro Riposa per 12 mesi in acciaio e per 30 in legni di varie grandezze, quindi affina per altri 4 mesi in bottiglia ",,Italy,,,
2,0000796,,,,,,,,,,,,2019,2014,,Brunello,DOCG,Brunello Di Montalcino,Altesino,Toscana,3,35-39,Sangiovese 100%,Tagliatelle al ragù di chianina,87,,87,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14,110,30,botte,oak,"Rubino trasparente e vivo. L’impatto olfattivo rivela amarena, pot-pourri e sottobosco, seguiti da chiodi di garofano e cannella, su un intrigante sottofondo di mentuccia e incenso. Al sorso è indubbiamente fresco; la trama tannica di ottima fattura è ancora in evoluzione, ha bisogno di tempo per esprimersi compiutamente. Finale gustoso e persistente di cacao. Sosta per 30 mesi in rovere di Slavonia. ",,Italy,,,
2,0000796,,,,,,,,,,,,2020,2015,,Brunello,DOCG,Brunello Di Montalcino,Altesino,Toscana,4,35-39,Sangiovese 100%,Piccione laccato al miele,89,,89,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14,120,30,botte,oak,"Rubino vivace e luminoso. Al naso  è profondo e variegato; si colgono inizialmente profumi di mora di rovo, sciroppo di ribes rosso, mirtillo, fiore di sambuco e corbezzolo, che introducono essenze di sottobosco, cannella e chiodi di garofano, seguiti da legno di cedro, tabacco e nuance balsamiche  Al palato è composto, gustoso e ricco  di estratto, fresco e dotato di tannino vellutato ancora in evoluzione. Il sapore agrumato accompagna verso un epilogo persistente. Riposa per 30 botte ",,Italy,,,
1,0000796-1,4.66,25,0.67,36,25,0.67,17,,,,3.8,,,,Brunello,DOCG,Brunello Di Montalcino,Altesino,Toscana,3★-5★,35-39,Sangiovese 100%,Spezzatino di cervo  – Cosciotto di maialino in crosta di erbe aromatiche – Tagliatelle al ragù di chianina – Piccione laccato al miele,89.0,,89,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14,110-130,30,botte,oak,,,Italy,,,
2,0000797,,,,,,,,,,,,2021,2011,,Brunello Montosoli,DOCG,Brunello Di Montalcino,Altesino,Toscana,3,70-74,Sangiovese 100%,Arista al forno con le prugne,87,,87,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14.5,15,36,botte,oak,"% Rubino vivace. L’impatto olfattivo è di frutti e fiori macerati, seguiti da oliva, muschio, refoli balsamici mentolati, spezie dolci, china e note minerali e salmastre. Coerente al gusto, in cui la mineralità e la frutta rossa sono protagoniste. Si concede pian piano al palato, mostrando una buona struttura e un'ottima capacità evolutiva. Dopo 8 mesi in acciaio, rimane altri 30 in legno grande e poi 6 in barrique ",,Italy,,,
2,0000797,,,,,,,,,,,,2017,2012,,Brunello Montosoli,DOCG,Brunello Di Montalcino,Altesino,Toscana,4,70-74,Sangiovese 100%,Cinghiale in umido,89,,89,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14.5,15,36,botte,oak,"Rubino vivo e intenso. l profilo olfattivo manifesta immediati aromi di caffè, cacao, cuoio, china, poi tamarindo, orzo, radice di liquirizia e sottobosco, ben integrati a richiami penetranti di prugna e mora in confettura, con finale di tracce terrose. All’assaggio è potente e saporito, munito di una struttura calda e imponente. La muscolosa personalità sostiene e amplifica in bocca il sapore persistente di ciliegia sotto spirito e polvere di cacao. Dopo aver riposato per 8 mesi in acciaio e 36 in botti di rovere, sosta altri 4 mesi in vetro. ",,Italy,,,
2,0000797,,,,,,,,,,,,2019,2014,,Brunello Montosoli,DOCG,Brunello Di Montalcino,Altesino,Toscana,3,70-74,Sangiovese 100%,Filetto con salsa al tartufo,87,,87,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14,10,36,botte,oak,"Rubino dalle sfumature granato. Intenso e immediatamente espressivo, svela memorie di ciliegia, ribes e mirtillo  in confettura, completate da viola e  rosa essiccate, tamarindo, humus, cacao e pepe. Al gusto è avvolgente  e saporito, ha carattere e intensità; spiccano l'apporto dell'acidità e il calore, completati dall'elegante trama tannica. Chiusura persistente al sapor di agrume. Passaggio in legno per 30 mesi ",,Italy,,,
2,0000797,,,,,,,,,,,,2020,2015,,Brunello Montosoli,DOCG,Brunello Di Montalcino,Altesino,Toscana,5,70-74,Sangiovese 100%,Filetto di manzo alle bacche di ginepro,91,,91,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14.5,15,36,botte,oak,"Manto rubino intenso dalle sfumature granato. Il profilo olfattivo rivela esuberanti aromi di ciliegia, susina rossa, mora e lampone in confettura; si incontrano richiami di viola, mirto, santoreggia, erbe officinali, polvere di caffè ed eucalipto. Sorso penetrante quanto generoso; la nota di rabarbaro accompagna tutto il percorso, esaltandone il carattere signorile.  La freschezza traccia linee definite sostenute dal tannino in perfetta esecuzione. Di sicura longevità. Matura per 36 botte. ",,Italy,,,
1,0000797-1,4.66,25,0.34,19,25,0.34,9,,,,3.8,,,,Brunello Montosoli,DOCG,Brunello Di Montalcino,Altesino,Toscana,3★-5★,70-74,Sangiovese 100%,Arista al forno con le prugne – Cinghiale in umido – Filetto con salsa al tartufo – Filetto di manzo alle bacche di ginepro,91.0,,91,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14.5,10-15,36,botte,oak,,,Italy,,,
2,0000798,,,,,,,,,,,,2020,2010,Riserva,Brunello Riserva,DOCG,Brunello Di Montalcino,Altesino,Toscana,4,80-84,Sangiovese 100%,Piccione ripieno arrosto,89,,89,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14.5,6,48,botte grande,big oak,"Rubino con bordo granato. Apre con profumi di mora e ciliegia in confettura, seguiti da pot-pourri di fiori rossi, cioccolato fondente, caffè, erbette aromatiche, tenui sentori balsamici e di pregiato tartufo. Il sorso è intenso  e avvolgente. La freschezza, ben accompagnata dalla sapidità, conduce a un lungo finale di frutti rossi. Dopo un anno in acciaio, riposa per 48 mesi in botti grandi di rovere di Slavonia, poi affina 6 mesi in vetro. ",,Italy,,,
2,0000798,,,,,,,,,,,,2018,2013,Riserva,Brunello Riserva,DOCG,Brunello Di Montalcino,Altesino,Toscana,4,80-84,Sangiovese 100%,Bocconcini di manzo con funghi porcini,89,,89,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14.5,10,36,botte,oak,"Veste rubino dai toni evoluti. Il bouquet è variegato e ricco di sfumature: si apre su mora in confettura, gelée di lampone, mirto, cannella, tè verde, carcadè, erbe officinali e note balsamiche. All'assaggio tutte le componenti sono in perfetta sinergia; il grintoso tannino e la viva freschezza caratterizzano la struttura gustosa; chiusura persistente dai ritorni di arancia sanguinella. Maturazione per 36 botte. ",,Italy,,,
1,0000798-1,2.00,11,0.13,7,11,0.13,3,,,,4.0,,,Riserva,Brunello Riserva,DOCG,Brunello Di Montalcino,Altesino,Toscana,4★,80-84,Sangiovese 100%,Piccione ripieno arrosto – Bocconcini di manzo con funghi porcini,89.0,,89,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14.5,6-10,36,botte,oak,,,Italy,,,
2,0000664,,,,,,,,,,,,2017,2011,,Brunello Castello Banfi,DOCG,Brunello Di Montalcino,Banfi,Toscana,2,30-34,Sangiovese 100%,nd,84,,84,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14,580,24,botte,oak,,,Italy,,,
2,0000664,,,,,,,,,,,,2019,2013,,Brunello Castello Banfi,DOCG,Brunello Di Montalcino,Banfi,Toscana,2,30-34,Sangiovese 100%,nd,84,,84,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14,580,24,botte,oak,,,Italy,,,
2,0000664,,,,,,,,,,,,2020,2014,,Brunello Castello Banfi,DOCG,Brunello Di Montalcino,Banfi,Toscana,2,30-34,Sangiovese 100%,nd,84,,84,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14,480,24,botte,oak,,,Italy,,,
2,0000664,,,,,,,,,,,,2021,2015,,Brunello Castello Banfi,DOCG,Brunello Di Montalcino,Banfi,Toscana,3,30-34,Sangiovese 100%,nd,86,,86,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14,480,24,botte,oak,,,Italy,,,
2,0000664,,,,,,,,,,,,2022,2016,,Brunello Castello Banfi,DOCG,Brunello Di Montalcino,Banfi,Toscana,3,30-34,Sangiovese 100%,nd,86,,86,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14,530,24,botte,oak,,,Italy,,,
2,0000664,,,,,,,,,,,,2023,2017,,Brunello Castello Banfi,DOCG,Brunello Di Montalcino,Banfi,Toscana,3,31-35,Sangiovese 100%,Pizzoccheri valtellinesi,86,,86,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,15,450,24,botte,oak,,,Italy,,,
1,000664-1,1.36,7,0.22,12,7,0.22,6,,,,2.5,,,,Brunello Castello Banfi,DOCG,Brunello Di Montalcino,Banfi,Toscana,2★-3★,31-35,Sangiovese 100%,Pizzoccheri valtellinesi,85.0,0★,85.0,nd,nd,Toscana Sangiovese,,Rosso fermo,Red Wine,15,450k,24,botte,oak,,,Italy,,,
2,0000665,,,,,,,,,,,,2017,2011,,Brunello Poggio Alle Mura,DOCG,Brunello Di Montalcino,Banfi,Toscana,3,40-44,Sangiovese 100%,nd,85,,85,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,14,40,24,botte,oak,,,Italy,,,
2,0000665,,,,,,,,,,,,2018,2012,,Brunello Poggio Alle Mura,DOCG,Brunello Di Montalcino,Banfi,Toscana,3,40-44,Sangiovese 100%,Carrè di cinta senese al forno,86,,86,,na,Toscana Sangiovese,,Rosso fermo,Red Wine,13.5,45,24,botte,oak,"Granato acceso. Avvio olfattivo di arancia sanguinella, gelatina di more e petali di rosa.  In seguito si affacciano aromi di spezie dolci e pepe nero, paprica, lamponi caramellati e foglia di tabacco su scie di resina. Sorso suadente, dai tannini robusti, all'inizio del loro percorso, eppure già succosi di frutta e ben integrati nella massa glicerica. Una vivace spalla acida contribuisce alla gradevolezza della beva, che chiude con sottile traccia sapida e balsamica. Finale persistente.",,Italy,,,
