Entry,0006160,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0002724,,,,,,,,,,,,2023,2016,,Trento Brut Domini Nero,DOC,Trento,Abate Nero,Trentino,4,34-36,Pinot nero 100%,Risotto con mazzancolle all'arancia,89,4,89,nd,nd,,,Bianco spumante,Sparkling White,12.5,3,6+60,acciaio+sur lie,steel+sur lie,"Sfoggia un paglierino cristal perlage fine e incessante. Lo slancio iniziale di gelsomino, tarassaco e fiori d'atancio è accompagnato da sentori di mela cotogna, crasta di pane e cioria. Assaggio signorlle, la vibrante  freschezza e la glusta sapigità si altermano donando brio al palato.  ",,Italy,Vintage,Traditional/Classic method,Brut
1,0002724-1,4.32,24,0.69,23,,,,,,,4.0,,,,Trento Brut Domini Nero,DOC,Trento,Abate Nero,Trentino,3★-5★,34-36,Pinot nero 100%,Risotto con mazzancolle all'arancia – Aragosta alla catalana – Tajine di seppie,88.7,3★-5★,88.7,nd,nd,,,Bianco spumante,Sparkling White,12.5,3k,6+60,acciaio+sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Brut
2,0002809,,,,,,,,,,,,2017,2017,,Trento Extra Brut,DOC,Trento,Abate Nero,Trentino,3,15-19,Chardonnay 100%,Crostoni ai formaggi caprini,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,5,19,sur lie,steel+sur lie,"Paglierino brillante con catenelleincessanti. Gradevoli richiami di pera ebanana compongono il variegato quadrecolfattivo, insieme a fragranti cenni dicrosta di pane e a una scia minerale.In bocca fresche note in entrata, corposnello, di buona avvolgenza e decisasapidità. Agrumi e nocciola in chiusuraSui lieviti per 19 mesi.",,Italy,Sans Année,Traditional/Classic method,Extra Brut
2,0002809,,,,,,,,,,,,2019,2019,,Trento Extra Brut,DOC,Trento,Abate Nero,Trentino,3,15-19,Chardonnay 100%,Lasagnetta con mazzancolle,85,3,85,nd,nd,,,Bianco spumante,Sparkling White,12.5,7,24,sur lie,steel+sur lie,"Il perlage raffinato e incessante solca il mantogiallo paglierino. All'olfatto si apre con ricordi dlavanda e reminiscenze agrumate. Completancil bouquet la classica mela golden e note dicrema pasticciera. L'ingresso è acidulo, ma labocca è ben presto avvolta da un'appagantesensazione vellutata. All'assaggio restacomunque agile grazie alla salinità crescente,che prolunga il finale dal ricordo di crostata dipere. Rimane in catasta sui lieviti per 24 mesi",,Italy,Sans Année,Traditional/Classic method,Extra Brut
2,0002809,,,,,,,,,,,,2021,2021,,Trento Extra Brut,DOC,Trento,Abate Nero,Trentino,2,15-19,Chardonnay 100%,Medaglioni di aragosta flambè,84,2,84,nd,nd,,,Bianco spumante,Sparkling White,12.5,11,18,sur lie,steel+sur lie,"Giallo paglierino cristallino con perlage sottile.Al naso si esprime con agrumi, albicocca,pesca noce e ananas, affiancati da percezionidi ginestra e tarassaco. Il sorso è slanciato evibrante. Nel finale aromi di confetti e dolci daforno. Sosta per 18 mesi sui lieviti in bottiglia.",,Italy,Sans Année,Traditional/Classic method,Extra Brut
1,0002809-1,0.79,4,0.26,9,,,,,,,2.7,,,,Trento Extra Brut,DOC,Trento,Abate Nero,Trentino,2★-3★,15-19,Chardonnay 100%,Medaglioni di aragosta flambè – Lasagnetta con mazzancolle – Crostoni ai formaggi caprini,85.0,2★-3★,85.0,nd,nd,,,Bianco spumante,Sparkling White,12.5,5k-11k,18,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Extra Brut
2,0002852,,,,,,,,,,,,2017,2017,,Trento Extra Dry,DOC,Trento,Abate Nero,Trentino,2,15-19,Chardonnay 100%,nd,84,2,84,nd,nd,,,Bianco spumante,Sparkling White,12.5,3,24,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Extra Dry
2,0002852,,,,,,,,,,,,2019,2019,,Trento Extra Dry,DOC,Trento,Abate Nero,Trentino,4,15-19,Chardonnay 100%,Impepata di cozze,89,4,89,nd,nd,,,Bianco spumante,Sparkling White,12.5,2,24,sur lie,steel+sur lie,"Giallo paglierino dalle sfumature dorate,possiede un corredo di bollicine esuberantee di lunga permanenza. ll naso è delicato eavvincente, con sentori di mela, pesca giallae agrumi. | contorni vegetali completanoun quadro che appoggia su una mineralitàsoffusa. Il sorso sorprende per la freschezzainiziale, la cremosità avvolgente e una sapiditàsostenuta. Lunga la persistenza che invoglia alriassaggio. Dosaggio di 14 grammi per litro dizuccheri e sosta di 24 mesi sui lieviti",,Italy,Sans Année,Traditional/Classic method,Extra Dry
1,0002852-1,1.12,6,0.37,12,,,,,,,3.0,,,,Trento Extra Dry,DOC,Trento,Abate Nero,Trentino,2★-4★,15-19,Chardonnay 100%,Impepata di cozze,86.5,2★-4★,86.5,nd,nd,,,Bianco spumante,Sparkling White,12.5,2k-3k,24,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Extra Dry
2,0002725,,,,,,,,,,,,,2009,Riserva,Trento Riserva Brut Cuvee Dell'Abate,DOC,Trento,Abate Nero,Trentino,5,30-34,Chardonnay 100%,Fiori di zucca in tempura ripieni di casolet,91,5,91,nd,nd,,,Bianco spumante,Sparkling White,12.5,3,6+120,acciaio+sur lie,steel+sur lie,"Giallo paglierino brillante con riflessi dorati eraffinatissimo perlage. Suggestivo e ampioall'olfatto, che evoca sensazioni di camomilla,giglio, timo, erba limoncina, fiori di pesco,mela golden e cedro candito, per poi virareverso sentori di cipria, vaniglia, croissantal burro e delicatissimi echi balsamici. Inbocca è sontuoso, appagante e armoniconell'alternanza dei gusti percepiti. La cremosaeffervescenza, la sinergia acido-sapida e igolosi ritorni di pasticceria nel retrolfattorendono l'assaggio un'esperienza sensorialeimperdibile. Lungo riposo sui lieviti in bottigliaper 120 mesi.",,Italy,Vintage,Traditional/Classic method,Brut
2,0002725,,,,,,,,,,,,,2010,Riserva,Trento Riserva Brut Cuvee Dell'Abate,DOC,Trento,Abate Nero,Trentino,4,35-39,Chardonnay 100%,nd,90,4,90,nd,nd,,,Bianco spumante,Sparkling White,12.5,6,6+120,acciaio+sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Brut
1,0002725-1,3.98,22,0.60,20,,,,,,,4.5,,,Riserva,Trento Riserva Brut Cuvee Dell'Abate,DOC,Trento,Abate Nero,Trentino,4★-5★,35-39,Chardonnay 100%,Fiori di zucca in tempura ripieni di casolet – ,90.5,4★-5★,90.5,nd,nd,,,Bianco spumante,Sparkling White,12.5,3k-6k,6+120,acciaio+sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Brut
2,0002771,,,,,,,,,,,,2017,2017,,Trento Brut ,DOC,Trento,Balter,Trentino,3,25-29,Chardonnay 100%,Cocktail di scampi,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,35,30,sur lie,steel+sur lie,"Paglierino brillante con catenelleincessanti. Gradevoli richiami di pera ebanana compongono il variegato quadrecolfattivo, insieme a fragranti cenni dicrosta di pane e a una scia minerale.In bocca fresche note in entrata, corposnello, di buona avvolgenza e decisasapidità. Agrumi e nocciola in chiusuraSui lieviti per 19 mesi.Paglierino lucente e dal perlageincessante. Al naso l'eleganza è subitoevidente, e si manifesta in profumi dimela golden e biancospino su unosfondo agrumato. In bocca la bevibilitàè immediata grazie alla viva freschezzae alla sapidità, arricchita dagli oltre 30mesi sui lieviti che donano lunghezza efinale tostato.",,Italy,Sans Année,Traditional/Classic method,Brut
2,0002771,,,,,,,,,,,,2018,2018,,Trento Brut ,DOC,Trento,Balter,Trentino,3,25-29,Chardonnay 100%,Frittata alle erbe e cipollotto,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,30,30,sur lie,steel+sur lie,"Giallo paglierino con perlage persistente e fine.Olfatto fragrante di crosta di pane e dall'intensotimbro floreale, con slanci fruttati di melagolden. Delicate le spezie, più marcata la sciaminerale. Il sorso è snello, si fa più avvolgente etorna affilato nel finale, lungo, deciso e ricco disapidità. Sosta per 30 mesi sui lieviti",,Italy,Sans Année,Traditional/Classic method,Brut
2,0002771,,,,,,,,,,,,2019,2019,,Trento Brut ,DOC,Trento,Balter,Trentino,3,15-19,Chardonnay 100%,Spaghetti ai frutti di mare,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,30,30,sur lie,steel+sur lie,"Brillante veste color paglierino; effervescenzasottile e durevole. La suggestione fragrante diapertura gioca con riconoscimenti di sesamo ebriciole di pane. Si affacciano poi confortevoliricordi di mela croccante, agrumi e fiori bianchiAll'assaggio è deciso: sapore e nerbo acidoconnotano l'immediata soddisfazione delsorso. Ricordi fruttati chiudono un pronunciatoepilogo dal tono minerale. Riposa sui lieviti per30 mesi",,Italy,Sans Année,Traditional/Classic method,Brut
2,0002771,,,,,,,,,,,,2020,2020,,Trento Brut ,DOC,Trento,Balter,Trentino,3,15-19,Chardonnay 100%,Canederli agli spinaci,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,30,30,sur lie,steel+sur lie,"Giallo paglierino, con catenelle fini eabbondanti. A un'intensa apertura fragrantedi frutta a polpa bianca seguono sentoridi camomilla, biancospino e ginestra, consfumature di tabacco sullo sfondo. Il palatoequilibrato e la buona freschezza rendono labeva gratificante, con un finale soavementeammandorlato. Riposa sui lieviti per 30 mesi.",,Italy,Sans Année,Traditional/Classic method,Brut
2,0002771,,,,,,,,,,,,2021,2021,,Trento Brut ,DOC,Trento,Balter,Trentino,3,15-19,Chardonnay 100%,Risotto al taleggio con erbe,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,35,36,sur lie,steel+sur lie,"Giallo paglierino intenso con perlage fine epersistente. Lo slancio iniziale di camomilla etarassaco è accompagnato da sentori di pescagialla, pera e da tocchi agrumati, su uno sfondodi pane appena lievitato. Il sorso è avvolgente;la vibrante freschezza e la giusta sapidità sialternano donando brio al palato. Lungo il finalepiacevolmente ammandorlato. Sosta per 36mesi sui lieviti in bottiglia.",,Italy,Sans Année,Traditional/Classic method,Brut
2,0002771,,,,,,,,,,,,2023,2023,,Trento Brut ,DOC,Trento,Balter,Trentino,3,20-24,Chardonnay 100%,Risotto alla parmigiana,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,35,36,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
1,0002771-1,2.03,11,0.52,17,,,,,,,3.0,,,,Trento Brut ,DOC,Trento,Balter,Trentino,3★,20-24,Chardonnay 100%,Cocktail di scampi – Frittata alle erbe e cipollotto – Spaghetti ai frutti di mare – Canederli agli spinaci – Risotto al taleggio con erbe – Risotto alla parmigiana,86.0,3★,86.0,nd,nd,,,Bianco spumante,Sparkling White,12.5,35k,36,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0006143,,,,,,,,,,,,2023,2023,,Trento Brut Nature,DOC,Trento,Balter,Trentino,2,25-29,Chardonnay 100%,Gnocchi al burro e ricotta affumicata,82,2,82,nd,nd,,,Bianco spumante,Sparkling White,12.5,6,36,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Pas Dosé
1,0006143-1,0.12,1,0.02,1,,,,,,,2.0,NEW,,,Trento Brut Nature,DOC,Trento,Balter,Trentino,2★,25-29,Chardonnay 100%,Gnocchi al burro e ricotta affumicata,82.0,2★,82.0,nd,nd,,,Bianco spumante,Sparkling White,12.5,6k,36,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Pas Dosé
2,0002727,,,,,,,,,,,,2019,2011,Riserva,Trento Riserva Pas Dose,DOC,Trento,Balter,Trentino,3,45-49,Chardonnay 80% – Pinot nero 20%,Spaghetti allo scoglio,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,3,60,sur lie,steel+sur lie,"Un perlage fine e persistente si sprigiona dalmanto paglierino vivo. L'olfatto si apre conprofumi evoluti, ricchi di frutta esotica e spezie,lasciando presagire una notevole strutturaLa conferma è nel sorso, appagante ma alcontempo lineare e affilato, come da tipologiaLa scia minerale del retrogusto lascia unagradevole eco di frutta secca. La maturazionesui lieviti si è prolungata per 60 mesi.",,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0002727,,,,,,,,,,,,2020,2012,Riserva,Trento Riserva Pas Dose,DOC,Trento,Balter,Trentino,3,40-44,Chardonnay 80% – Pinot nero 20%,Rana pescatrice al forno,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,3,60,sur lie,steel+sur lie,"Paglierino brillante e perlage copioso. Inevidenza al naso sentori di frutta secca e crostadi pane, che si arricchiscono via via con nuancedi pasticceria e vaniglia. La traccia mineralepreannuncia la sapidità del sorso, che entrafresco e rimane affilato in coerenza con latipologia. La solida struttura offre un'esperienzagustativa elegante e persistente, con un finalerigoroso e lungo. Matura sui lieviti per 60 mesi.",,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0002727,,,,,,,,,,,,2021,2013,Riserva,Trento Riserva Pas Dose,DOC,Trento,Balter,Trentino,3,40-44,Chardonnay 80% – Pinot nero 20%,Timballo di riso con salmone,87,3,87,nd,nd,,,Bianco spumante,Sparkling White,12.5,3,72,sur lie,steel+sur lie,"Giallo paglierino tenue di ottima luminositàe dal perlage finissimo e duraturo. Il profiloolfattivo è vivace e composito, caratterizzato dasensazioni di mMango, ananas e papaia, crostadi pane, mandorla tostata e rinfrescanti cennidi anice stellato e liquirizia. In bocca è ricco esapido, con una gradevole acidità in sintonia.Sosta sui lieviti in bottiglia per 60 mesi.",,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0002727,,,,,,,,,,,,2022,2014,Riserva,Trento Riserva Pas Dose,DOC,Trento,Balter,Trentino,3,45-49,Chardonnay 80% – Pinot nero 20%,Rana pescatrice al forno,88,3,88,nd,nd,,,Bianco spumante,Sparkling White,12.5,2,72,sur lie,steel+sur lie,"Splendente, dorato perlage, dalla grana finissima. Invitante gam- ma ricca di sensazioni di erba limoncina, pesca gialla e cedro che lasciano il posto a sentori di pan brioche. L’affilata struttura si esprime attraverso l’equilibrio tra la cremosità e la sferzante sapi- dità. Freschezza agrumata appagante.",,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0002727,,,,,,,,,,,,2023,2015,Riserva,Trento Riserva Pas Dose,DOC,Trento,Balter,Trentino,5,43-47,Chardonnay 80% – Pinot nero 20%,Verdure in tempura,91,5,91,nd,nd,,,Bianco spumante,Sparkling White,12.5,2,72,sur lie,steel+sur lie,"Briantezza giallo tenue, Impreziosita da bollicine ricche e sottili. Profuma ‘i mela verde, uva spina. pasticcerla llevitata e salvia. Multiforme IL palato, dove la freschezza trova supporto e sostanza gustativa nella struttura e nel petti rimandi gusto otfattivi Finale di ottima persistenza.  ",,Italy,Vintage,Traditional/Classic method,Pas Dosé
1,0002727-1,4.34,24,0.54,18,,,,,,,3.4,,,Riserva,Trento Riserva Pas Dose,DOC,Trento,Balter,Trentino,3★-5★,43-47,Chardonnay 80% – Pinot nero 20%,Spaghetti allo scoglio – Rana pescatrice al forno – Timballo di riso con salmone – Rana pescatrice al forno – Verdure in tempura,87.6,3★-5★,87.6,nd,nd,,,Bianco spumante,Sparkling White,12.5,2k,72,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0002792,,,,,,,,,,,,,2011,Riserva,Trento Riserva Brut,DOC,Trento,Bellaveder,Trentino,3,20-24,Chardonnay 100%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,13,3,40,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Brut
2,0002792,,,,,,,,,,,,,2012,Riserva,Trento Riserva Brut,DOC,Trento,Bellaveder,Trentino,3,20-24,Chardonnay 100%,Frittura di paranza agli agrumi,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,13,3,40,sur lie,steel+sur lie,"Paglierino brillante dal perlage continuo eminuto. Profumi di fiori e di frutta bianca siconiugano con fragranze di lievito e accennitostati. Entrata coerente alla tipologia, fresca,immediata e gustosa; l'equilibrio gustativoè garantito dall'alternarsi di toni agrumati egradevoli avvolgenze. Lungo il finale dallasfumatura sapida. Per 40 mesi sui lieviti",,Italy,Vintage,Traditional/Classic method,Brut
2,0002792,,,,,,,,,,,,,2013,Riserva,Trento Riserva Brut,DOC,Trento,Bellaveder,Trentino,3,20-24,Chardonnay 100%,Tartare di carne salada con vinaigrette agli agrumi,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,13,3,40,sur lie,steel+sur lie,"| Catenelle continue e briose guizzano all'internodi un manto paglierino brillante. Il bouquet siispira alle fragranze del pane appena cotto, malascia spazio agli agrumi, ai ricordi di mela ealla mineralità varietale. Gli ultimi echi vanigliatiaccompagnano verso una beva fragrante,dal taglio affilato. Il gusto, di grande rigore esapidità, si rivela secco in chiusura e conservagradito il suo tratto agrumato. Sosta sui lievitiper 40 mesi",,Italy,Vintage,Traditional/Classic method,Brut
2,0002792,,,,,,,,,,,,,2014,Riserva,Trento Riserva Brut,DOC,Trento,Bellaveder,Trentino,3,20-24,Chardonnay 100%,Filetto di orata alle erbe aromatiche,85,3,85,nd,nd,,,Bianco spumante,Sparkling White,13,3,40,sur lie,steel+sur lie,"Giallo paglierino con riflessi verdolini, solcatoda minutissime e costanti catenelle dibollicine. Uno slancio iniziale di camomilla,accompagnato da nuance balsamiche e dirosa, è seguito da sfumature di mela goldene pera abate. Equilibrato al palato, risalta persapidità e persistenza. Riposa per 40 mesi suilieviti in bottiglia",,Italy,Vintage,Traditional/Classic method,Brut
2,0002792,,,,,,,,,,,,,2015,Riserva,Trento Riserva Brut,DOC,Trento,Bellaveder,Trentino,2,20-24,Chardonnay 100%,nd,84,2,84,nd,nd,,,Bianco spumante,Sparkling White,12.5,4,-,-,-,,,Italy,Vintage,Traditional/Classic method,Brut
1,0002792-1,1.47,8,0.37,12,,,,,,,2.8,,,Riserva,Trento Riserva Brut,DOC,Trento,Bellaveder,Trentino,2★-3★,20-24,Chardonnay 100%,Frittura di paranza agli agrumi – Tartare di carne salada con vinaigrette agli agrumi – Filetto di orata alle erbe aromatiche – ,85.4,2★-3★,85.4,nd,nd,,,Bianco spumante,Sparkling White,12.5,3k-4k,-,-,-,,,Italy,Vintage,Traditional/Classic method,Brut
2,0002728,,,,,,,,,,,,2017,2011,Riserva,Trento Riserva Brut Nature,DOC,Trento,Bellaveder,Trentino,4,20-24,Chardonnay 100%,Linguine alla polpa di granchio,89,4,89,nd,nd,,,Bianco spumante,Sparkling White,13,7,40,sur lie,steel+sur lie,"Giallo paglierino brillante e luminoso,con perlage minutissimo e continuo.L'impatto olfattivo mette in evidenzaprofumi di mela renetta, frutta esotica escorza d'arancia, con fragranze di panee speziatura di zenzero in sottofondo.Affilato e diretto il gusto, che portacoerente al finale sapido e persistente,con richiami retrolfattivi agrumati. Unquarto della cuvée matura in roverefrancese; la permanenza sui lieviti siprotrae per 40 mesi",,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0002728,,,,,,,,,,,,2018,2012,Riserva,Trento Riserva Brut Nature,DOC,Trento,Bellaveder,Trentino,3,25-29,Chardonnay 100%,Spiedini di gamberoni alla brace,88,3,88,nd,nd,,,Bianco spumante,Sparkling White,13,8,40,sur lie,steel+sur lie,"Paglierino brillante con bollicine fini epersistenti. Frutti esotici ed erbe di campoaprono un bouquet fragrante, che sa di lievito,pane, scorze d'agrumi ed erbe aromatiche. Ilsorso appaga per la sua iniziale freschezzae per la marcata sapidità. Rimane affilato erigoroso sino al finale, lungamente persistenteMatura sui lieviti per 40 mesi,",,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0002728,,,,,,,,,,,,2019,2013,Riserva,Trento Riserva Brut Nature,DOC,Trento,Bellaveder,Trentino,3,20-24,Chardonnay 100%,nd,85,3,85,nd,nd,,,Bianco spumante,Sparkling White,13,10,36,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0002728,,,,,,,,,,,,2020,2014,Riserva,Trento Riserva Brut Nature,DOC,Trento,Bellaveder,Trentino,2,20-24,Chardonnay 100%,nd,84,2,84,nd,nd,,,Bianco spumante,Sparkling White,13,9,36,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0002728,,,,,,,,,,,,2021,2015,Riserva,Trento Riserva Brut Nature,DOC,Trento,Bellaveder,Trentino,3,20-24,Chardonnay 100%,Risotto con salmerino e zafferano,85,3,85,nd,nd,,,Bianco spumante,Sparkling White,12.5,10,36,sur lie,steel+sur lie,"Giallo paglierino brillante con perlage fine eincessante. Ai gradevoli sentori di crosta dipane si affiancano profumi di biancospino,mela golden, cedro e ananas. Al palato sìapprezzano freschezza e sapidità, semprein equilibrio con la cremosità. l finale regalaun gusto coerente con l'olfatto. Una partefermenta in barrique e una parte in acciaio;rimane sui lieviti in bottiglia per 36 mesi",,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0002728,,,,,,,,,,,,2022,2016,Riserva,Trento Riserva Brut Nature,DOC,Trento,Bellaveder,Trentino,3,20-24,Chardonnay 100%,Rana pescatrice al forno,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,13,2,36,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0002728,,,,,,,,,,,,2023,2017,Riserva,Trento Riserva Brut Nature,DOC,Trento,Bellaveder,Trentino,3,23-27,Chardonnay 100%,Risotto alla zucca e astice,88,3,88,nd,nd,,,Bianco spumante,Sparkling White,12.5,15,36,sur lie,steel+sur lie,"Giallo paglierino vivido di raffinata effervescenza. La sfaccettatura olfattiva sì declina in accenni di mela annurca e clementina, di Umone e ginestia, di crema pasticciera al Uimone. Equilbrato all'assaggio con sapidità e acidltà che,in spiccata sinergia, conferiscono un bello siancio.  ",,Italy,Vintage,Traditional/Classic method,Pas Dosé
