Entry,0006564,OLDRS,RANK,RS,RAWQP,QP,RANK2,RS2,RAWQP,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0003183,,,,,,,,,,,,,,,2018,2018,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,1701,Lombardia,2,25-29,Chardonnay 100%,Rombo al forno con salsa agli agrumi,84,2,84,nd,nd,,,Bianco spumante,Sparkling White,12.5,15,8+36,acciaio/botte+sur lie,steel/oak+sur lie,"Giallo paglierino con riflessi verdolini. Emana profumi di fiori bianchi, mela, sambuco, pompelmo e accenni aromatici di salvia e spezie dolci. Il sorso è fresco, equilibrato e dotato di una garbata morbidezza; bollicina cremosa. Una parte del vino matura in rovere francese, poi 36 mesi sui lieviti ",,Italy,Sans Année,Traditional/Classic method,Brut
2,0003183,,,,,,,,,,,,,,,2019,2019,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,1701,Lombardia,3,25-29,Chardonnay 100%,Crocchette di verdure alle spezie,85,3,85,nd,nd,,,Bianco spumante,Sparkling White,12.5,15,8+30,acciaio/botte+sur lie,steel/oak+sur lie,"Netta tinta giallo paglierino, solcata da un vivace perlage. Al naso dominano presenze delicatamente fruttate di scorza d'agrume, pesca bianca e nespola, da cui trapelano accenni di erbe aromatiche, vaniglia e un timbro balsamico di eucalipto. Al palato è fresco e gradevolmente sapido, equilibrato da giusta morbidezza, in cui la pungenza  si armonizza alla perfezione. Persistenza agrumata, dagli echi balsamici. Riposa sui lieviti per 30 mesi e affina in bottiglia per altri 6 dopo la sboccatura ",,Italy,Sans Année,Traditional/Classic method,Brut
2,0003183,,,,,,,,,,,,,,,2020,2020,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,1701,Lombardia,3,25-29,Chardonnay 100%,Risotto al taleggio ed erbe fini,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,15,8+30,acciaio/botte+sur lie,steel/oak+sur lie,"Giallo paglierino dai riflessi dorati edall'effervescenza raffinata e costante.Fragranze di crosta di pane e pasticceriaaprono a un bouquet floreale di acacia ecamonmilla; sentori di pesca e pera completanoun profilo olfattivo che chiude su toni dibergamotto, miele d'acacia e nocciola tostata,L'assaggio, dotato di corpo e di freschezza,evidenzia un'ottima corrispondenzagusto-olfattiva. Rimane sui lieviti per 30 mesi",,Italy,Sans Année,Traditional/Classic method,Brut
1,0003183-1,0.79,253,4,0.16,6,,,,,284,4,0.16,6,2.7,,,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,1701,Lombardia,2★-3★,25-29,Chardonnay 100%,Risotto al taleggio ed erbe fini – Crocchette di verdure alle spezie – Rombo al forno con salsa agli agrumi,85.0,2★-3★,85.0,nd,nd,,,Bianco spumante,Sparkling White,12.5,15k,8+30,acciaio/botte+sur lie,steel/oak+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0002882,,,,,,,,,,,,,,,2021,2015,Saten – Millesimato,Franciacorta Brut Saten Millesimato,DOCG,Franciacorta,1701,Lombardia,5,30-34,Chardonnay 100%,Astice blu alla catalana,91,5,91,nd,nd,,,Bianco spumante,Sparkling White,12.5,15,8+30,acciaio/botte+sur lie,steel/oak+sur lie,"Sfavillante giallo paglierino, intarsiato da unincessante perlage. L’architettura olfattivafonde fresche nuance erbacee con zafferano,pera, susina e pesca tabacchiera; accennatesfumature floreali convergono verso mandorlae un tocco finale di crème caramel. Il sorso,accarezzato dalla delicatezza della bollicina, èvigoroso e di sobria sapidità. Corrispondenteall'assaggio, mostra un'elegantissimapersistenza. Fermenta e matura, per unapiccola parte, in barrique di rovere francese. Surlie per 30 mesi in bottiglia.",,Italy,Vintage,Traditional/Classic method,Brut
2,0002882,,,,,,,,,,,,,,,2022,2016,Saten – Millesimato,Franciacorta Brut Saten Millesimato,DOCG,Franciacorta,1701,Lombardia,5,30-34,Chardonnay 100%,Risotto con gli scampi,92,5,92,nd,nd,,,Bianco spumante,Sparkling White,12.5,15,8+40,acciaio/botte+sur lie,steel/oak+sur lie,"Vivido perlage dai riflessi verdolini. Esordisce con accenti di mela renetta e cedro, biancospino e rosa, per poi adagiarsi su uno sfondo di timo. Al palato è equilibrato: la carbonica carezze- vole accompagna il finale persistente grazie a un'intensa scia di sensazioni fruttate.",,Italy,Vintage,Traditional/Classic method,Brut
2,0002882,,,,,,,,,,,,,,,2023,2017,Saten – Millesimato,Franciacorta Brut Saten Millesimato,DOCG,Franciacorta,1701,Lombardia,5,30-34,Chardonnay 100%,Guazzetto di scampi,91,5,91,nd,nd,,,Bianco spumante,Sparkling White,8,15,8+40,acciaio/botte+sur lie,steel/oak+sur lie,"Riverberi dorati. Inebriante paln dépices, burto e crema pasticcera; aseguire fiori d'acacia e rosa blanca, nettarina, nespola e susina glalla. Elbearomatiche e vaniglia conducono allassagglo, sferzante deffervescenza conaromi di uva spina e agrumi.",,Italy,Vintage,Traditional/Classic method,Brut
1,0002882-1,8.95,13,50,1.56,58,,,,,13,50,1.56,58,5.0,,,Saten – Millesimato,Franciacorta Brut Saten Millesimato,DOCG,Franciacorta,1701,Lombardia,5★,30-34,Chardonnay 100%,Guazzetto di scampi – Risotto con gli scampi – Astice blu alla catalana,91.3,5★,91.3,nd,nd,,,Bianco spumante,Sparkling White,8,15k,8+40,acciaio/botte+sur lie,steel/oak+sur lie,,,Italy,Vintage,Traditional/Classic method,
2,0006111,,,,,,,,,,,,,,,2023,2011,Millesimato,Franciacorta Dosaggio Zero Raccolta 310,DOCG,Franciacorta,1701,Lombardia,5,73-77,Chardonnay 90% – Pinot nero 10%,Sarde a beccafico,91,5,91,nd,nd,,,Bianco spumante,Sparkling White,13,1,60,sur lie,steel+sur lie,"Paglierino briliante dal perlage coploso. Naso maturo e doice, con melaGolden, mango e gelatina d'agrumi; seguono brioche, miele, latte dimandorta e fiori bianchi. Precisa e molto articolata la beva, a lungo colmadi trutto, ed equilibrata.",,Italy,Vintage,Traditional/Classic method,Pas Dosé
1,0006111-1,2.98,55,17,0.22,8,,,,,61,17,0.22,8,5.0,NEW,,Millesimato,Franciacorta Dosaggio Zero Raccolta 310,DOCG,Franciacorta,1701,Lombardia,5★,73-77,Chardonnay 90% – Pinot nero 10%,Sarde a beccafico,91.0,5★,91.0,nd,nd,,,Bianco spumante,Sparkling White,13,1k,60,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,
2,0003130,,,,,,,,,,,,,,,2018,2011,Riserva – Millesimato,Franciacorta Riserva Dosaggio Zero,DOCG,Franciacorta,1701,Lombardia,4,45-49,Chardonnay 90% – Pinot nero 10%,Filetto di branzino con zenzero e capperi,89,4,89,nd,nd,,,Bianco spumante,Sparkling White,13,5,40,sur lie,steel+sur lie,"— Risplende di un brillante paglierino, con perlage compatto, fine e persistente Sprigiona note di pasticceria, biscotti, malto d'orzo; successivamente nitidi profumi di acacia e di bergamotto. All'assaggio colpisce per la sua freschezza che avvolge la bocca, per poi cedere il passo a una mineralità bilanciata e integrata alla cremosità delle bolla. La persistenza è lunga, precisa e corrispondente; ritornano gradevoli le note avvertite all'olfatto. Colpisce per la sua pulizia gustativa. Parte della massa fermenta e matura in barrique. Sosta per 40 mesi in bottiglia sui lieviti. ",,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0003130,,,,,,,,,,,,,,,2020,2013,Riserva – Millesimato,Franciacorta Riserva Dosaggio Zero,DOCG,Franciacorta,1701,Lombardia,3,50-54,Chardonnay 90% – Pinot nero 10%,Lasagne agli asparagi e taleggio,88,3,88,nd,nd,,,Bianco spumante,Sparkling White,12.5,2,60,sur lie,steel+sur lie,"Giallo paglierino dai riflessi dorati e dotato dinumerose catenelle, instancabili. Una pregevolefragranza di biscotti appena sfornati anticipasentori fruttati di ananas e percoca; scie dinocciola e mandorla su uno sfondo vanigliatocompletano il quadro. Al palato è appagantee coerente. La cremosità carbonica ben siconcilia con il fronte fresco-sapido. Una partedella cuvée fermenta e matura in barrique dirovere francese. Sosta 60 mesi sui lieviti inbottialia.",,Italy,Vintage,Traditional/Classic method,Pas Dosé
1,0003130-1,1.34,185,7,0.14,5,,,,,201,7,0.14,5,3.5,,,Riserva – Millesimato,Franciacorta Riserva Dosaggio Zero,DOCG,Franciacorta,1701,Lombardia,3★-4★,50-54,Chardonnay 90% – Pinot nero 10%,Filetto di branzino con zenzero e capperi – Lasagne agli asparagi e taleggio,88.5,3★-4★,88.5,nd,nd,,,Bianco spumante,Sparkling White,12.5,2k-5k,60,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0003287,,,,,,,,,,,,,,,2017,2017,,Franciacorta Brut Ca Del Luf,DOCG,Franciacorta,Al Rocol,Lombardia,3,10-14,Chardonnay 100%,Orata al sale,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,20,24,sur lie,steel+sur lie,"Giallo paglierino con bollicina persistente che conferisce graziosa brillantezza  Il naso è un susseguirsi di profumi  che vanno da mela e pesca bianca di inizio sorso a scorza d'arancia, fino a sentori più evoluti di tostatura e crosta di pane dopo qualche minuto. Al palato è equilibrato, corrispondente al naso, alleggerito da una freschezza di agrumi e fiori d'arancio. Di buona lunghezza. Solo acciaio e poi 24 mesi di sosta sui lieviti ",,Italy,Sans Année,Traditional/Classic method,Brut
1,0003287-1,0.34,307,2,0.16,6,,,,,351,2,0.16,6,3.0,,,,Franciacorta Brut Ca Del Luf,DOCG,Franciacorta,Al Rocol,Lombardia,3★,10-14,Chardonnay 100%,Orata al sale,86.0,3★,86.0,nd,nd,,,Bianco spumante,Sparkling White,12.5,20k,24,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003298,,,,,,,,,,,,,,,2017,2012,Saten – Millesimato,Franciacorta Brut Saten Martiganc,DOCG,Franciacorta,Al Rocol,Lombardia,3,10-14,Chardonnay 100%,Carpaccio di spada fresco,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,15,36,sur lie,steel+sur lie,"Brillante e di un pregevole giallo paglierino con tenui riflessi verdolini Incipit fine che gioca su dolci note di frutta a polpa gialla e nespola. All'assaggio colpisce per buona freschezza ed equilibrio fra le parti La persistenza è giocata sui ritorni di note dolci. Figlio di una vinificazione e maturazione in barrique, sosta sui lieviti per 3 anni e affina altri 6 mesi in bottiglia. ",,Italy,Vintage,Traditional/Classic method,Brut
1,0003298-1,0.34,307,2,0.16,6,,,,,351,2,0.16,6,3.0,,,Saten – Millesimato,Franciacorta Brut Saten Martiganc,DOCG,Franciacorta,Al Rocol,Lombardia,3★,10-14,Chardonnay 100%,Carpaccio di spada fresco,86.0,3★,86.0,nd,nd,,,Bianco spumante,Sparkling White,12.5,15k,36,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Brut
2,0003305,,,,,,,,,,,,,,,2017,2017,,Franciacorta Dosaggio Zero Castellini,DOCG,Franciacorta,Al Rocol,Lombardia,2,20-24,Chardonnay 100%,nd,82,2,82,nd,nd,,,Bianco spumante,Sparkling White,13,4,-,-,-,,,Italy,Sans Année,Traditional/Classic method,Brut
1,0003305-1,0.12,375,1,0.03,1,,,,,435,1,0.03,1,2.0,,,,Franciacorta Dosaggio Zero Castellini,DOCG,Franciacorta,Al Rocol,Lombardia,2★,20-24,Chardonnay 100%,nd,82.0,2★,82.0,nd,nd,,,Bianco spumante,Sparkling White,13,4k,-,-,-,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0006097,,,,,,,,,,,,,,,2023,2023,,Franciacorta Brut Cuvee Real,DOCG,Franciacorta,Antica Fratta,Lombardia,3,15-19,Chardonnay 90% – Pinot nero 10%,Lasagnette con gamberi e fiori di zucca,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,13,180,-,-,-,,,Italy,Sans Année,Traditional/Classic method,Brut
1,0006097-1,0.34,307,2,0.11,4,,,,,351,2,0.11,4,3.0,NEW,,,Franciacorta Brut Cuvee Real,DOCG,Franciacorta,Antica Fratta,Lombardia,3★,15-19,Chardonnay 90% – Pinot nero 10%,Lasagnette con gamberi e fiori di zucca,86.0,3★,86.0,nd,nd,,,Bianco spumante,Sparkling White,13,180k,-,-,-,,,Italy,Vintage,Traditional/Classic method,
2,0006098,,,,,,,,,,,,,,,2023,2023,,Franciacorta Brut Essence,DOCG,Franciacorta,Antica Fratta,Lombardia,3,24-28,Chardonnay 90% – Pinot nero 10%,Lasagnette con gamberi e fiori di zucca,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,13,38,-,-,-,,,Italy,Sans Année,Traditional/Classic method,Brut
1,0006098-1,0.34,307,2,0.07,3,,,,,351,2,0.07,3,3.0,NEW,,,Franciacorta Brut Essence,DOCG,Franciacorta,Antica Fratta,Lombardia,3★,24-28,Chardonnay 90% – Pinot nero 10%,Lasagnette con gamberi e fiori di zucca,86.0,3★,86.0,nd,nd,,,Bianco spumante,Sparkling White,13,38k,-,-,-,,,Italy,Vintage,Traditional/Classic method,
2,0006107,,,,,,,,,,,,,,,2023,2018,Saten,Franciacorta Brut Saten Essence,DOCG,Franciacorta,Antica Fratta,Lombardia,3,24-28,Chardonnay 90% – Pinot nero 10%,Risotto ai finferli,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,13,113,-,-,-,,,Italy,Vintage,Traditional/Classic method,Brut
1,0006107-1,0.34,307,2,0.07,3,,,,,351,2,0.07,3,3.0,NEW,,Saten,Franciacorta Brut Saten Essence,DOCG,Franciacorta,Antica Fratta,Lombardia,3★,24-28,Chardonnay 90% – Pinot nero 10%,Risotto ai finferli,86.0,3★,86.0,nd,nd,,,Bianco spumante,Sparkling White,13,113k,-,-,-,,,Italy,Vintage,Traditional/Classic method,
2,0006118,,,,,,,,,,,,,,,2023,2018,,Franciacorta Nature Essence,DOCG,Franciacorta,Antica Fratta,Lombardia,3,26-30,Chardonnay 70% – Pinot nero 30%,Toma di Murazzano,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,13,41,-,-,-,,,Italy,Vintage,Traditional/Classic method,Pas Dosé
1,0006118-1,0.34,307,2,0.07,3,,,,,351,2,0.07,3,3.0,NEW,,,Franciacorta Nature Essence,DOCG,Franciacorta,Antica Fratta,Lombardia,3★,26-30,Chardonnay 70% – Pinot nero 30%,Toma di Murazzano,86.0,3★,86.0,nd,nd,,,Bianco spumante,Sparkling White,13,41k,-,-,-,,,Italy,Vintage,Traditional/Classic method,
2,0006114,,,,,,,,,,,,,,,2023,2015,Riserva,Franciacorta Riserva Extra Brut Quintessence,DOCG,Franciacorta,Antica Fratta,Lombardia,4,40-44,Chardonnay 80% – Pinot nero 20%,Vellutata di ceci con gamberi,89,4,89,nd,nd,,,Bianco spumante,Sparkling White,13,9,-,-,-,"Suadente giallo tenue dal rifiessi dorati e dalle bollicine esemplari. Nuancedi fiori di camomilla essiccati, mela Golden, mandorla, miele e vanigliacedono I passo a caramella mou e burro, per chiudere su ritorni minerali dipletra focala. Assaggio vivace per freschezza e sapidità",,Italy,Vintage,Traditional/Classic method,Extra Brut
1,0006114-1,1.00,229,6,0.13,5,,,,,256,6,0.13,5,4.0,NEW,,Riserva,Franciacorta Riserva Extra Brut Quintessence,DOCG,Franciacorta,Antica Fratta,Lombardia,4★,40-44,Chardonnay 80% – Pinot nero 20%,Vellutata di ceci con gamberi,89.0,4★,89.0,nd,nd,,,Bianco spumante,Sparkling White,13,9k,-,-,-,,,Italy,Vintage,Traditional/Classic method,
2,0002885,,,,,,,,,,,,,,,2017,2017,,Franciacorta Brut,DOCG,Franciacorta,Barboglio De Gaioncelli,Lombardia,3,15-19,Chardonnay 70% – Pinot bianco 30%,Lasagnette con gamberi e fiori di zucca,85,3,85,nd,nd,,,Bianco spumante,Sparkling White,12,10,7+36,acciaio+sur lie,steel+sur lie,"Paglierino cristallino dai leggeri riflessi verdolini. Al naso esibisce fiori d'arancio, rosa bianca, nespole, mandorla, erbe aromatiche come timo e dragoncello. Sorso equilibrato e dalla spalla acida sostenuta, di elegante struttura ed equilibrio. Lungo finale su note di mandorla e agrumi. Sosta per 36 mesi sur lie. ",,Italy,Sans Année,Traditional/Classic method,Brut
2,0002885,,,,,,,,,,,,,,,2018,2018,,Franciacorta Brut,DOCG,Franciacorta,Barboglio De Gaioncelli,Lombardia,2,15-19,Chardonnay 80% – Pinot bianco 20%,nd,84,2,84,nd,nd,,,Bianco spumante,Sparkling White,12.5,12,7+30,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0002885,,,,,,,,,,,,,,,2019,2019,,Franciacorta Brut,DOCG,Franciacorta,Barboglio De Gaioncelli,Lombardia,2,15-19,Chardonnay 80% – Pinot bianco 20%,nd,84,2,84,nd,nd,,,Bianco spumante,Sparkling White,12,10,7+30,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0002885,,,,,,,,,,,,,,,2020,2020,,Franciacorta Brut,DOCG,Franciacorta,Barboglio De Gaioncelli,Lombardia,3,15-19,Chardonnay 80% – Pinot bianco 20%,Gnocchetti verdi all'ortica,85,3,85,nd,nd,,,Bianco spumante,Sparkling White,12,10,7+30,acciaio+sur lie,steel+sur lie,"Giallo paglierino tenue, solcato da bollicineminute e durevoli. | riconoscimenti odorosi sirivelano intensi e fragranti, con biancospino,melone, scorza di limone e mandorleleggermente tostate. L'ingresso in bocca èavvolgente, fresco ed equilibrato; nel finalesi avvertono fiori di campo e ricordi erbaceiRiposa per 8 mesi in acciaio, poi 30 mesi suilieviti",,Italy,Sans Année,Traditional/Classic method,Brut
2,0002885,,,,,,,,,,,,,,,2021,2021,,Franciacorta Brut,DOCG,Franciacorta,Barboglio De Gaioncelli,Lombardia,3,15-19,Chardonnay 80% – Pinot bianco 20%,Quiche con verdure e guanciale croccante,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,10,7+30,acciaio+sur lie,steel+sur lie,"Di intenso color giallo paglierino, è animatoda vividi riflessi dorati e copiose bollicineEsordisce con cedro ed erbe aromatiche,ingentilite da echi appena balsamici. Sorso dibuona struttura e pienamente coerente, cherichiama una tenace freschezza agrumataPersistenza duratura, con una conclusionedi misurata sapidità. Fermenta e matura inacciaio, poi trascorre 30 mesi sui lieviti",,Italy,Sans Année,Traditional/Classic method,Brut
2,0002885,,,,,,,,,,,,,,,2022,2022,,Franciacorta Brut,DOCG,Franciacorta,Barboglio De Gaioncelli,Lombardia,3,15-19,Chardonnay 90% – Pinot bianco 10%,Pizza con scampi e burrata,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,13,12,7+30,acciaio+sur lie,steel+sur lie,"Dorato, solcato da bollicine numerose e sottili. Al naso si espri- me su arancia e chinotto, pesca gialla, miele d'acacia e nocciola. Beva calda e avvolgente, sostenuto da un'acidità tesa e agruma- ta, che richiama pienamente le suggestioni olfattive. Chiude su una lunga tessitura sapida.",,Italy,Sans Année,Traditional/Classic method,Brut
1,0002885-1,1.59,153,9,0.52,19,,,,,167,9,0.52,19,2.7,,,,Franciacorta Brut,DOCG,Franciacorta,Barboglio De Gaioncelli,Lombardia,2★-3★,15-19,Chardonnay 90% – Pinot bianco 10%,Lasagnette con gamberi e fiori di zucca – Gnocchetti verdi all'ortica – Quiche con verdure e guanciale croccante – Pizza con scampi e burrata,85.0,2★-3★,85.0,nd,nd,,,Bianco spumante,Sparkling White,13,10k-12k,7+30,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003266,,,,,,,,,,,,,,,2017,2017,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,Barboglio De Gaioncelli,Lombardia,3,15-19,Chardonnay 100%,Salmone al vapore con maionese,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12,6,8+36,acciaio+sur lie,steel+sur lie,"Giallo paglierino dai riflessi verdolini, con perlage fine e persistente.  Sfoggia interessanti note agrumate di bergamotto e limone, lemongrass e aneto, mela annurca e lievito. In bocca l'attacco è fresco e di buona intensità. Garbata sapidità ben equilibrata. Di lodevole finezza. In chiusura erbe aromatiche. Sosta per 36 mesi a contatto dei lieviti. ",,Italy,Sans Année,Traditional/Classic method,Brut
2,0003266,,,,,,,,,,,,,,,2018,2018,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,Barboglio De Gaioncelli,Lombardia,3,20-24,Chardonnay 100%,Cruditè di scampi,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,12,8+36,acciaio+sur lie,steel+sur lie,"Paglierino con riflessi dorati e fini catenelle durature. All'olfatto colpisce per l'intensità di fiori e frutti bianchi, come biancospino, pera e mela, che vira su quella più estiva della pesca e del melone, insieme alla fragranza di cereali. Sapidità distintiva, mai aggressiva, e buona acidità sono i caratteri principali del sorso, che armonizzano il dosaggio e donano tensione gustativa. Acciaio e 3 anni sui lieviti ",,Italy,Sans Année,Traditional/Classic method,Brut
