Entry,0006165,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
1,0003850-1,1.00,22,1.32,16,22,1.32,16,,,,4.0,,2014,Classico,Colli Bolognesi Pignoletto Classico Ammestesso,DOCG,Colli Bolognesi Pignoletto,Fattorie Vallona,Emilia,4★,15-19,Grechetto gentile 100%,Coniglio con carciofo violetto e patate,89.0,4★,89.0,nd,nd,Emilia Pignoletto,,Bianco fermo,White Wine,12.5,10k,48,cemento,concrete,,,Italy,,,
2,0003822,,,,,,,,,,,,2017,2015,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Fattorie Vallona,Emilia,3,10-14,Grechetto gentile 100%,Coniglio al forno con patate,86,3,86,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,15,6,acciaio,steel,"Giallo paglierino luminoso, arricchito da giovanili riflessi verdolini. ProfuMo complesso di fiori, frutta tropicale, ananas e mango, poi note di erbe aromatiche, salvia e timo, scorza di agrumi, cedro e bergamotto, tocchi minerali vagamente sulfurei. In bocca è deciso, sorretto da buona nota alcolica, armonico e persistente, dal finale giustamente sapido. Vinificazione in acciaio ",,Italy,,,
2,0003822,,,,,,,,,,,,2018,2016,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Fattorie Vallona,Emilia,3,10-14,Grechetto gentile 100%,Pomodori ripieni al tonno e basilico,86,3,86,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13.5,20,6,acciaio,steel,"Giallo paglierino caldo e lucente di buona densità. Bouquet dai sentori agrumati, pesca gialla, banana, fiori di ginestra e caprifoglio, ben guarniti da spunti minerali con effluvi di erbe aromatiche. Ricco e goloso in bocca, fresco, di grande avvolgenza e buon equilibrio, chiude coerentemente con ritorni fruttati. In acciaio per 6 mesi ",,Italy,,,
2,0003822,,,,,,,,,,,,2019,2017,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Fattorie Vallona,Emilia,3,10-14,Grechetto gentile 100%,Cannelloni ricotta e spinaci,86,3,86,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,20,6,acciaio,steel,"Paglierino dall'aspetto cristallino. Emana sentori di fiori gialli e fragrante pesca nettarina, con ricordi di nespola, mandorle e tocchi agrumati. Sorso pieno, ricco, complice l'ottimo equilibrio tra acidità e salinità. Lungo finale. Solo acciaio, dove sosta per 6 mesi. ",,Italy,,,
2,0003822,,,,,,,,,,,,2020,2018,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Fattorie Vallona,Emilia,3,10-14,Grechetto gentile 100%,Tagliatelle verdi all'ortica con ragù di coniglio e noce moscata,86,3,86,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13.5,20,6,acciaio,steel,"Giallo paglierino intenso, pieno di luce, regala belle e articolate sfumature cromatiche. Ingresso vegetale rincorso da agrumi, ananas fresco e pesca bianca, leggermente ammandorlato. Assaggio vivo e intenso, lungo, dalla chiusura giustamente saporita e appagante. Riposa per 6 mesi in acciaio. ",,Italy,,,
2,0003822,,,,,,,,,,,,2022,2020,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Fattorie Vallona,Emilia,3,10-14,Grechetto gentile 100%,nd,86,3,86,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13.5,20,6,acciaio,steel,,,Italy,,,
2,0003822,,,,,,,,,,,,2023,2021,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Fattorie Vallona,Emilia,3,8-12,Grechetto gentile 100%,Tortellini in brodo,88,3,88,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13.5,20,6,acciaio,steel,,,Italy,,,
1,0003822-1,2.03,46,4.56,55,46,4.56,55,,,,3.0,,,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Fattorie Vallona,Emilia,3★,8-12,Grechetto gentile 100%,Coniglio al forno con patate – Pomodori ripieni al tonno e basilico – Cannelloni ricotta e spinaci – Tagliatelle verdi all'ortica con ragù di coniglio e noce moscata – Tortellini in brodo,86.3,3★,86.3,nd,nd,Emilia Pignoletto,,Bianco fermo,White Wine,13.5,20,6k,acciaio,steel,,,Italy,,,
2,0003839,,,,,,,,,,,,2018,2015,Classico,Colli Bolognesi Pignoletto Classico Sassobacco,DOCG,Colli Bolognesi Pignoletto,Floriano Cinti,Emilia,2,10-14,Grechetto gentile 100%,nd,84,2,84,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13.5,8,6,acciaio,steel,"Paglierino luminoso screziato da bagliori verdolini. Naso suadente di frutta carnosa, bianca e gialla. Profumi decisi di rosa e ginestra incantano insieme alla maggiorana e al timo. Pieno e caldo, regala un sorso equilibrato, salino e fresco, che richiama la susina goccia d'oro. Fermenta e successivamente sosta in acciaio per 6 mesi; poi affina altri 4 mesi in bottiglia. ",,Italy,,,
2,0003839,,,,,,,,,,,,2019,2016,Classico,Colli Bolognesi Pignoletto Classico Sassobacco,DOCG,Colli Bolognesi Pignoletto,Floriano Cinti,Emilia,3,10-14,Grechetto gentile 100%,nd,85,3,85,,na,Emilia Pignoletto,,Bianco fermo,White Wine,12.5,8,6,acciaio,steel,"Paglierino luminoso screziato da bagliori verdolini. Naso suadente di frutta carnosa, bianca e gialla. Profumi decisi di rosa e ginestra incantano insieme alla maggiorana e al timo. Pieno e caldo, regala un sorso equilibrato, salino e fresco, che richiama la susina goccia d'oro. Fermenta e successivamente sosta in acciaio per 6 mesi; poi affina altri 4 mesi in bottiglia. ",,Italy,,,
2,0003839,,,,,,,,,,,,2020,2017,Classico,Colli Bolognesi Pignoletto Classico Sassobacco,DOCG,Colli Bolognesi Pignoletto,Floriano Cinti,Emilia,3,10-14,Grechetto gentile 100%,Lasagnette alle spugnole,86,3,86,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,8,6,acciaio,steel,"Paglierino vivace e luminoso. Inizialmente delicato su ricordi di  piccole bacche gialle, fiori di vite e lievi cenni salmastri, il naso assume poi toni dolci di mandorla e confetto. Al gusto rivela pienezza e sapore, una sapidità ben integrata e buone prospettive di evoluzione. Chiusura fruttata di susina mirabella. Sosta in acciaio per 6 mesi sui lieviti, e prosegue per altri 4 in bottiglia. ",,Italy,,,
2,0003839,,,,,,,,,,,,2021,2018,Classico,Colli Bolognesi Pignoletto Classico Sassobacco,DOCG,Colli Bolognesi Pignoletto,Floriano Cinti,Emilia,3,10-14,Grechetto gentile 100%,Tagliatelle prosciutto e limone,86,3,86,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13.5,8,6,acciaio,steel,"Paglierino luminoso e consistente sfumato di verde. Incipit floreale al  naso, composto da fresche fragranze  di biancospino e ginestra, seguite da effluvi di pesca bianca e ananas, il tutto impreziosito da sbuffi di erba luigia. Sorso pieno e raffinato, si distende equilibrato, lento e progressivo verso una calda chiusura fruttata. Riposa per 6 mesi in acciaio sulle fecce fini ",,Italy,,,
2,0003839,,,,,,,,,,,,2023,2020,Classico,Colli Bolognesi Pignoletto Classico Sassobacco,DOCG,Colli Bolognesi Pignoletto,Floriano Cinti,Emilia,3,10-14,Grechetto gentile 100%,Lasagnette con ragù di coniglio,88,3,88,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13.5,8,6,acciaio,steel,,,Italy,,,
1,0003839-1,1.47,33,2.75,33,33,2.75,33,,,,2.8,,,Classico,Colli Bolognesi Pignoletto Classico Sassobacco,DOCG,Colli Bolognesi Pignoletto,Floriano Cinti,Emilia,2★-3★,10-14,Grechetto gentile 100%,Lasagnette alle spugnole – Tagliatelle prosciutto e limone – Lasagnette con ragù di coniglio,85.8,2★-3★,85.8,nd,nd,Emilia Pignoletto,,Bianco fermo,White Wine,13.5,8k,6,acciaio,steel,,,Italy,,,
2,0003863,,,,,,,,,,,,2017,2014,Classico – Superiore,Colli Bolognesi Pignoletto Classico Superiore,DOCG,Colli Bolognesi Pignoletto,Gaggioli,Emilia,3,10-14,Grechetto gentile 100%,Risotto con asparagi gamberi e capesante,85,3,85,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,2,11,acciaio,steel,"Giallo paglierino intenso e cristallino. Grande intensità olfattiva, con leggera speziatura varietale e sentori di erbe aromatiche, foglia di pomodoro e  salvia, su una scia minerale. L'ingresso gustativo rivela buona struttura glicerica e alcolica, adeguata spalla acida e finale avvolgente. Solo acciaio ",,Italy,,,
2,0003863,,,,,,,,,,,,2018,2015,Classico – Superiore,Colli Bolognesi Pignoletto Classico Superiore,DOCG,Colli Bolognesi Pignoletto,Gaggioli,Emilia,2,10-14,Grechetto gentile 100%,nd,84,2,84,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,1,11,acciaio,steel,,,Italy,,,
1,0003863-1,0.45,10,0.85,10,10,0.85,10,,,,2.5,,2015,Classico – Superiore,Colli Bolognesi Pignoletto Classico Superiore,DOCG,Colli Bolognesi Pignoletto,Gaggioli,Emilia,2★-3★,10-14,Grechetto gentile 100%,Risotto con asparagi gamberi e capesante – ,84.5,2★-3★,84.5,nd,nd,Emilia Pignoletto,,Bianco fermo,White Wine,13,1k-2k,11,acciaio,steel,,,Italy,,,
2,0003823,,,,,,,,,,,,2017,2015,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Gaggioli,Emilia,2,10-14,Grechetto gentile 100%,nd,82,2,82,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13.5,15,6,acciaio,steel,,,Italy,,,
2,0003823,,,,,,,,,,,,2018,2016,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Gaggioli,Emilia,2,10-14,Grechetto gentile 100%,nd,82,2,82,,na,Emilia Pignoletto,,Bianco fermo,White Wine,12.5,20,6,acciaio,steel,,,Italy,,,
2,0003823,,,,,,,,,,,,2019,2017,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Gaggioli,Emilia,2,10-14,Grechetto gentile 100%,nd,82,2,82,,na,Emilia Pignoletto,,Bianco fermo,White Wine,12.5,20,6,acciaio,steel,,,Italy,,,
2,0003823,,,,,,,,,,,,2020,2018,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Gaggioli,Emilia,2,10-14,Grechetto gentile 100%,nd,82,2,82,,na,Emilia Pignoletto,,Bianco fermo,White Wine,12.5,20,6,acciaio,steel,,,Italy,,,
2,0003823,,,,,,,,,,,,2021,2019,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Gaggioli,Emilia,2,10-14,Grechetto gentile 100%,nd,84,2,84,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,15,6,acciaio,steel,,,Italy,,,
2,0003823,,,,,,,,,,,,2022,2020,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Gaggioli,Emilia,3,10-14,Grechetto gentile 100%,nd,85,3,85,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,15,6,acciaio,steel,,,Italy,,,
2,0003823,,,,,,,,,,,,2023,2021,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Gaggioli,Emilia,3,10-14,Grechetto gentile 100%,Timballo di riso e gamberi,88,3,88,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,15,6,acciaio,steel,,,Italy,,,
1,0003823-1,1.26,28,2.35,28,28,2.35,28,,,,2.3,,,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Gaggioli,Emilia,2★-3★,10-14,Grechetto gentile 100%,Timballo di riso e gamberi,83.6,2★-3★,83.6,nd,nd,Emilia Pignoletto,,Bianco fermo,White Wine,13,15,6k,acciaio,steel,,,Italy,,,
2,0003857,,,,,,,,,,,,2020,2017,Superiore,Colli Bolognesi Pignoletto Superiore Fermo,DOCG,Colli Bolognesi Pignoletto,Gaggioli,Emilia,3,10-14,Grechetto gentile 100%,Coda di rospo al cartoccio con erbe aromatiche,86,3,86,,na,Emilia Pignoletto,,Bianco fermo,White Wine,12.5,2,10,acciaio,steel,"Colore smagliante che ricorda la scorza del cedro, luminosissimo. All'olfatto porge un cesto di frutti tropicali, susina bianca, con spiccate nuance vegetali ben integrate e un tocco floreale di ginestra; in seconda battuta esprime toni minerali. Saporito e pieno, di grande soddisfazione, chiude sapido e ricco di materia, su una scia fruttata. Sosta in acciaio per 10 mesi sui lieviti ",,Italy,,,
1,0003857-1,0.34,8,0.63,8,8,0.63,8,,,,3.0,,2017,Superiore,Colli Bolognesi Pignoletto Superiore Fermo,DOCG,Colli Bolognesi Pignoletto,Gaggioli,Emilia,3★,10-14,Grechetto gentile 100%,Coda di rospo al cartoccio con erbe aromatiche,86.0,3★,86.0,nd,nd,Emilia Pignoletto,,Bianco fermo,White Wine,12.5,2k,10,acciaio,steel,,,Italy,,,
2,0003824,,,,,,,,,,,,2018,2015,Classico,Colli Bolognesi Pignoletto Classico Del Monticino,DOCG,Colli Bolognesi Pignoletto,Il Monticino,Emilia,3,10-14,Grechetto gentile 100%,Balanzoni al burro fuso,86,3,86,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13.5,3,6,acciaio,steel,"Ggiallo paglierino molto luminoso, consistente. La componente floreale  si esprime su note di biancospino e glicine, seguono riconoscimenti di frutta a polpa bianca, melone e pesca, seguiti da erbe aromatiche e anice. Al palato  è dinamico, equilibrato, aristocratico, colpisce per la pienezza, chiudendo con sapidità e morbida avvolgenza; alcol ben integrato nella struttura del vino. In acciaio con bàtonnage per 3 mesi ",,Italy,,,
2,0003824,,,,,,,,,,,,2019,2016,Classico,Colli Bolognesi Pignoletto Classico Del Monticino,DOCG,Colli Bolognesi Pignoletto,Il Monticino,Emilia,3,10-14,Grechetto gentile 100%,Coniglio con erbe aromatiche,86,3,86,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,3,6,acciaio,steel,"Luminosissimo giallo paglierino. Il profilo olfattivo si delinea con un insieme di profumi elegante e ben amalgamato: si riconoscono mandorla, nocciola, fiori di biancospino, con  echi salmastri e fruttati. All'assaggio mostra una struttura piena, di ottimo equilibrio. Freschi guizzi di cedro fanno da dinamico preludio al lungo finale. Bàtonnage per 3 mesi, matura sui lieviti per altri 6 ",,Italy,,,
2,0003824,,,,,,,,,,,,2020,2017,Classico,Colli Bolognesi Pignoletto Classico Del Monticino,DOCG,Colli Bolognesi Pignoletto,Il Monticino,Emilia,3,10-14,Grechetto gentile 100%,nd,86,3,86,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13.5,3,6,acciaio,steel,,,Italy,,,
2,0003824,,,,,,,,,,,,2021,2018,Classico,Colli Bolognesi Pignoletto Classico Del Monticino,DOCG,Colli Bolognesi Pignoletto,Il Monticino,Emilia,3,10-14,Grechetto gentile 100%,Friggione di verdure,87,3,87,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13.5,3,6,acciaio,steel,"Paglierino dai toni caldi di bellissima '-_': luminosità. Naso complesso, elegante e fruttato di pesca nettarina, fiori bianchi e soffi minerali. Palato pieno e avvolgente, sorretto da una vivace freschezza con finale prolungato. Fermenta in acciaio a temperatura controllata, poi matura sulle fecce nobili per 6 mesi, con bàtonnage ripetuti negli ultimi 3. ",,Italy,,,
2,0003824,,,,,,,,,,,,2022,2019,Classico,Colli Bolognesi Pignoletto Classico Del Monticino,DOCG,Colli Bolognesi Pignoletto,Il Monticino,Emilia,3,10-14,Grechetto gentile 100%,Cernia al forno con porcini,88,3,88,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,3,6,acciaio,steel,,,Italy,,,
2,0003824,,,,,,,,,,,,2023,2020,Classico,Colli Bolognesi Pignoletto Classico Del Monticino,DOCG,Colli Bolognesi Pignoletto,Il Monticino,Emilia,3,12-16,Grechetto gentile 100%,Risotto con zucchine e zafferano,86,3,86,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,3,6,acciaio,steel,,,Italy,,,
1,0003824-1,2.03,46,3.26,39,46,3.26,39,,,,3.0,,,Classico,Colli Bolognesi Pignoletto Classico Del Monticino,DOCG,Colli Bolognesi Pignoletto,Il Monticino,Emilia,3★,12-16,Grechetto gentile 100%,Balanzoni al burro fuso – Coniglio con erbe aromatiche – Friggione di verdure – Cernia al forno con porcini – Risotto con zucchine e zafferano,86.5,3★,86.5,nd,nd,Emilia Pignoletto,,Bianco fermo,White Wine,13,3k,6,acciaio,steel,,,Italy,,,
2,0003859,,,,,,,,,,,,2017,2013,Classico,Colli Bolognesi Pignoletto Classico Vecchie Vigne,DOCG,Colli Bolognesi Pignoletto,Isola,Emilia,2,10-14,Grechetto gentile 100%,nd,82,2,82,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13.5,1,6,acciaio,steel,,,Italy,,,
2,0003859,,,,,,,,,,,,2020,2016,Classico,Colli Bolognesi Pignoletto Classico Vecchie Vigne,DOCG,Colli Bolognesi Pignoletto,Isola,Emilia,4,10-14,Grechetto gentile 100%,nd,89,4,89,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,1,6,acciaio,steel,"Paglierino di grande luminosità Elegante bouquet olfattivo, orchestrato su richiami di pietra focaia, gelsomino, tiglio, frutta gialla, erbe aromatiche, soprattutto maggiorana e santoreggia. Ingresso rotondo, dallo sviluppo potente, con progressione dinamica  e tesa. Finale persistente e agrumato, attraversato da una viva trama sapida. Fermentazione mista in acciaio e legno di Allier, sosta nuovamente in acciaio per un anno, poi 6 mesi in bottiglia ",,Italy,,,
2,0003859,,,,,,,,,,,,2023,2019,Classico,Colli Bolognesi Pignoletto Classico Vecchie Vigne,DOCG,Colli Bolognesi Pignoletto,Isola,Emilia,5,12-16,Grechetto gentile 100%,Tortellini in brodo di cappone,93,5,93,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,1,6,acciaio,steel,Descrizione Paglierino lucente dai lan aa fori bianehi ai  ,,Italy,,,
1,0003859-1,4.10,92,6.58,79,92,6.58,79,,,,3.7,,,Classico,Colli Bolognesi Pignoletto Classico Vecchie Vigne,DOCG,Colli Bolognesi Pignoletto,Isola,Emilia,2★-5★,12-16,Grechetto gentile 100%,Tortellini in brodo di cappone – ,88.0,2★-5★,88.0,nd,nd,Emilia Pignoletto,,Bianco fermo,White Wine,13,1k,6,acciaio,steel,,,Italy,,,
2,0003828,,,,,,,,,,,,2017,2015,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Isola,Emilia,3,5-9,Grechetto gentile 100%,Mezzi paccheri al sugo d'astice,86,3,86,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,10,6,acciaio,steel,"Brillante paglierino sfumato di verde. Intensi sentori olfattivi di fiori bianchi intrecciano erbe aromatiche, pesca bianca e agrumi succosi, su una scia minerale. Rigoroso e ben presente, evidenzia tensione fresco-sapida, che ravviva la beva al palato, portandola a un finale aromatico di salvia. Vinificazione in acciaio, una parte matura in cemento prima dell'assemblaggio. ",,Italy,,,
2,0003828,,,,,,,,,,,,2018,2016,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Isola,Emilia,3,5-9,Grechetto gentile 100%,Gnocchi verdi,86,3,86,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,10,6,acciaio,steel,"Luminoso paglierino, solcato da riflessi verdolini. Il quadro olfattivo si rivela con accattivanti note floreali di sambuco e melone bianco, poi prosegue su sentori di erbe aromatiche e nette sensazioni salmastre. Sapido e asciutto, di buona persistenza gustativa, dai fragranti ricordi di frutta. Sui lieviti per 3 mesi, conclude la maturazione con 6 mesi in acciaio. ",,Italy,,,
2,0003828,,,,,,,,,,,,2019,2017,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Isola,Emilia,3,5-9,Grechetto gentile 100%,Gnocchi verdi,85,3,85,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,10,6,acciaio,steel,"Luminoso paglierino, solcato da riflessi verdolini. Il quadro olfattivo si rivela con accattivanti note floreali di sambuco e melone bianco, poi prosegue su sentori di erbe aromatiche e nette sensazioni salmastre. Sapido e asciutto, di buona persistenza gustativa, dai fragranti ricordi di frutta. Sui lieviti per 3 mesi, conclude la maturazione con 6 mesi in acciaio. ",,Italy,,,
2,0003828,,,,,,,,,,,,2020,2018,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Isola,Emilia,2,5-9,Grechetto gentile 100%,,84,2,84,,na,Emilia Pignoletto,,Bianco fermo,White Wine,12.5,10,6,acciaio,steel,,,Italy,,,
2,0003828,,,,,,,,,,,,2021,2019,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Isola,Emilia,3,5-9,Grechetto gentile 100%,Passatelli in brodo,85,3,85,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,10,3,acciaio,steel,"Paglierino acceso con venature verdoline. Generoso e netto al naso: esordio di melone e pesca bianca, seguito da ricordi di biancospino, menta, timo e mela golden. Sorso intenso e pieno, presenta una dinamica progressione retta dalla freschezza, che conduce a un'appagante conclusione dal sapore di lime. Riposa in acciaio per 3 mesi sui lieviti, poi matura altri 3 nello stesso contenitore ",,Italy,,,
2,0003828,,,,,,,,,,,,2022,2020,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Isola,Emilia,3,5-9,Grechetto gentile 100%,nd,86,3,86,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,10,3,acciaio,steel,,,Italy,,,
2,0003828,,,,,,,,,,,,2023,2021,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Isola,Emilia,3,7-11,Grechetto gentile 100%,Rombo al forno,88,3,88,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,10,3,acciaio,steel,,,Italy,,,
1,0003828-1,1.82,41,4.54,54,41,4.54,54,,,,2.9,,,Superiore,Colli Bolognesi Pignoletto Superiore,DOCG,Colli Bolognesi Pignoletto,Isola,Emilia,2★-3★,7-11,Grechetto gentile 100%,Gnocchi verdi – Gnocchi verdi –  – Passatelli in brodo – Rombo al forno,85.7,2★-3★,85.7,nd,nd,Emilia Pignoletto,,Bianco fermo,White Wine,13,10,3k,acciaio,steel,,,Italy,,,
2,0003830,,,,,,,,,,,,2018,2015,Classico,Colli Bolognesi Pignoletto Classico Terre Di Montebudello,DOCG,Colli Bolognesi Pignoletto,La Mancina,Emilia,2,10-14,Grechetto gentile 100%,nd,84,2,84,,na,Emilia Pignoletto,,Bianco fermo,White Wine,13,10,12,acciaio,steel,,,Italy,,,
