Entry,0005972,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0001541,,,,,,,,,,,,,2016,Valeirano,Barbaresco Valeirano,DOCG,Barbaresco,Ada Nada,Piemonte,3,20-24,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,7k,24,botte,oak,,,Italy,,,
2,0001541,,,,,,,,,,,,,2017,Valeirano,Barbaresco Valeirano,DOCG,Barbaresco,Ada Nada,Piemonte,3,20-24,Nebbiolo 100%,Brasato al Barbaresco,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,7k,24,botte,oak,"Suggestivo granato. La zampata balsamica del cru dà l'imprinting, ma non mancano variegate variazioni olfattive di piccoli frutti (ribes rosso), iris, spezie: insomma, gran bel naso con sicuri margini di ottima evoluzione. Idem al palato, che ha tutto al posto giusto, senza eccessi né tannici né alcolici e un'impostazione ""nordica"" destinata ad ampie soddisfazioni: un quadro rigoroso propizio ai piaceri. Matura per 2 anni in botti da 20 ettolitri. ",,Italy,,,
1,0001541-1,1.35,8,0.34,17,8,0.34,13,,0.00,,3.0,,,Valeirano,Barbaresco Valeirano,DOCG,Barbaresco,Ada Nada,Piemonte,3★,20-24,Nebbiolo 100%,Sella di capriolo ai mirtilli rossi – Guanciale al Nebbiolo – Brasato al Barbaresco,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,7k-10k,24,botte,oak,,,Italy,,,
2,0001511,,,,,,,,,,,,,2013,,Barbaresco Angelo,DOCG,Barbaresco,Albino Rocca,Piemonte,3,70-74,Nebbiolo 100%,Fagiano in salsa di porcini,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,2k,23,botte,oak,"Granato che pare uscito da un panneggio di Tintoretto. Propone,  a bicchiere fermo, un'intensa vena balsamica, subito spalleggiata da un preciso profumo di fragolina di bosco, e poi un elegante mix di spezie, e ancora rosa secca e viola che sfiorisce. Il sorso è antico o, meglio, intemporale, più persistente e insinuante che ampio, con coda appena amarognola, stuzzicante. Trascorre 24 mesi in botti da 20 ettolitri e il futuro è tutto suo. ",,Italy,,,
2,0001511,,,,,,,,,,,,,2014,,Barbaresco Angelo,DOCG,Barbaresco,Albino Rocca,Piemonte,4,70-74,Nebbiolo 100%,Filetto di manzo all'aceto balsamico e miele,89,,89,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,2k,23,botte,oak,"G!anaîo fitto. Dall'assemblaggio dei  cru Ronchi, Ovello e Montersino, è elegantissimo: ricco succo di mora, balsamico, profondità di spezie dolci. Poi al palato deflagra: sontuoso e intenso, tannico assai, ma sempre pervaso da un'irriducibile vena fruttata, pieno e lunghissimo. Vinificazione a cappello sommerso in tini di rovere per 50 giorni, poi 2 anni di botti. ",,Italy,,,
2,0001511,,,,,,,,,,,,,2015,,Barbaresco Angelo,DOCG,Barbaresco,Albino Rocca,Piemonte,3,70-74,Nebbiolo 100%,nd,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,2k,23,botte,oak,,,Italy,,,
2,0001511,,,,,,,,,,,,,2016,,Barbaresco Angelo,DOCG,Barbaresco,Albino Rocca,Piemonte,5,70-74,Nebbiolo 100%,Capretto di Roccaverano al forno,93,,93,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,2k,23,botte,oak,"| Granato fitto. Un caleidoscopio olfattivo: mora e lampone, una nitida menta scortata da articolate e preziose fragranze balsamiche e vegetali di conifera, una viola che si espande, ma pure una delicata aromaticità di pesca. Dopo tanta eleganza ecco la forza tranquilla del palato, che ha estratto e potenza controllati con arte, e tannini scolpiti in una materia solida e insieme malleabile. La persistenza è impressionante. Fermentazione in tini di rovere austriaco per 40 giorni, poi 2 anni in botti da 20 ettolitri ",,Italy,,,
2,0001511,,,,,,,,,,,,,2017,,Barbaresco Angelo,DOCG,Barbaresco,Albino Rocca,Piemonte,5,75-79,Nebbiolo 100%,Filetti di fagiano all'arancia,95,,95,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,2k,23,botte,oak,"Granato fitto. Naso di fantastica complessità, che apre orizzonti amplissimi: mora e piccoli frutti macerati, aghi di pino, menta, la- vanda, erbe aromatiche, un sottobosco caldo e ferrigno. L'impo- nente struttura tannica non prevarica mai una massa fruttata in- tatta e d'impressionante persistenza.",,Italy,,,
1,0001511-1,7.64,43,0.55,27,43,0.55,21,,0.00,,4.0,,,,Barbaresco Angelo,DOCG,Barbaresco,Albino Rocca,Piemonte,3★-5★,75-79,Nebbiolo 100%,Fagiano in salsa di porcini – Filetto di manzo all'aceto balsamico e miele – Capretto di Roccaverano al forno – Filetti di fagiano all'arancia,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,2k,23,botte,oak,,,Italy,,,
2,0001513,,,,,,,,,,,,,2015,Cottà,Barbaresco Cottà,DOCG,Barbaresco,Albino Rocca,Piemonte,5,40-44,Nebbiolo 100%,nd,91,,91,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,2k,23,botte,oak,"Granato tenue. Inutile nasconderlo, si dimostra un fuoriclasse già dai primi magici istanti della degustazione, screziato e profondo al naso: sensazioni di menta glaciale ed erbe aromatiche, chiodi di garofano, viola sfiorente, fragola, rabarbaro. È un piacere verificare che al palato non è affatto da meno: fine, succoso, dotato di una grana tannica da Nebbiolo di razza, capace  di disegnare un presente stuzzicante e un futuro mirabile. Non sembra finire, e soprattutto non vuoi che finisca. Matura per 2 anni in rovere da 15 ettolitri ",,Italy,,,
2,0001513,,,,,,,,,,,,,2016,Cottà,Barbaresco Cottà,DOCG,Barbaresco,Albino Rocca,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,2k,23,botte,oak,,,Italy,,,
2,0001513,,,,,,,,,,,,,2017,Cottà,Barbaresco Cottà,DOCG,Barbaresco,Albino Rocca,Piemonte,3,45-49,Nebbiolo 100%,nd,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,2k,23,botte,oak,,,Italy,,,
2,0001513,,,,,,,,,,,,,2018,Cottà,Barbaresco Cottà,DOCG,Barbaresco,Albino Rocca,Piemonte,4,45-49,Nebbiolo 100%,nd,89,,89,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,2k,23,botte,oak,,,Italy,,,
1,0001513-1,4.66,26,0.55,27,26,0.55,21,,0.00,,3.8,,,Cottà,Barbaresco Cottà,DOCG,Barbaresco,Albino Rocca,Piemonte,3★-5★,45-49,Nebbiolo 100%,nd,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,2k,23,botte,oak,,,Italy,,,
2,0001514,,,,,,,,,,,,2017,2013,Montersino,Barbaresco Montersino,DOCG,Barbaresco,Albino Rocca,Piemonte,5,40-44,Nebbiolo 100%,Controfiletto di cervo al ribes rosso,91,,91,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,3k,23,botte,oak,"| Imperturbabile granato. Lo senti già mentre lo versi, prima ancora di ficcarci dentro il naso, lo scintillio di questa vigna d'alta quota: un pot-pourri irresistibile di bacche rosse, un soffio di conifera, un'intrusione di china calissaia e chiodi di garofano. Ed è solo l'inizio. E se al palato qualche ruga tannica evidenzia giustificate esuberanze di gioventù, il sorso avvince per freschezza, sostanza e massa. Ce ne vuole prima che sparisca il ricordo. Passa 20 mesi in botti di rovere austro-tedesco. ",,Italy,,,
2,0001514,,,,,,,,,,,,2018,2014,Montersino,Barbaresco Montersino,DOCG,Barbaresco,Albino Rocca,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,3k,23,botte,oak,,,Italy,,,
2,0001514,,,,,,,,,,,,2019,2015,Montersino,Barbaresco Montersino,DOCG,Barbaresco,Albino Rocca,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,3k,23,botte,oak,,,Italy,,,
2,0001514,,,,,,,,,,,,2020,2016,Montersino,Barbaresco Montersino,DOCG,Barbaresco,Albino Rocca,Piemonte,3,40-44,Nebbiolo 100%,Stracotto di bue di Carrù,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,2k,23,botte,oak,"G!anaîo perfetto. Al naso si alternano sensazioni di sottobosco, con sfumature fungine e folate di lampone e mora;  lo sfondo è speziato, balsamico e floreale, un tappeto di eucalipto e viola di profonda suggestione. | tannini di Treiso, con la loro tensione, rappresentano il sostegno ritmico e insieme scrivono la lunghissima linea melodica di questo eccellente sorso: per chi la ricorda, come la chitarra di Robert Fripp in ""Heroes"" di David Bowie. Per 2 anni in botti di rovere da 20 ettolitri. ",,Italy,,,
2,0001514,,,,,,,,,,,,2021,2017,Montersino,Barbaresco Montersino,DOCG,Barbaresco,Albino Rocca,Piemonte,3,40-44,Nebbiolo 100%,Noce di vitello alla brace,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,2k,23,botte,oak,"Granato terso. Da Treiso un profilo olfattivo che alterna fragoline e agrume, aghi di pino, menta e nuance vegetali, rosa, granatina. La concentrazione del palato costituisce il marchio aziendale; varia la qualità tannica, sempre fine  e vigorosa, forse un poco più fredda rispetto ai confratelli di Barbaresco. Rigore e seduzione in un unico calice Per 2 anni in botti da 20 ettolitri ",,Italy,,,
2,0001514,,,,,,,,,,,,2022,2018,Montersino,Barbaresco Montersino,DOCG,Barbaresco,Albino Rocca,Piemonte,4,45-49,Nebbiolo 100%,nd,89,,89,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,2k,23,botte,oak,,,Italy,,,
1,0001514-1,5.34,30,0.63,31,30,0.63,24,,0.00,,3.5,,,Montersino,Barbaresco Montersino,DOCG,Barbaresco,Albino Rocca,Piemonte,3★-5★,45-49,Nebbiolo 100%,Controfiletto di cervo al ribes rosso – Stracotto di bue di Carrù – Noce di vitello alla brace,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,2k-3k,23,botte,oak,,,Italy,,,
2,0001512,,,,,,,,,,,,2017,2013,Ovello,Barbaresco Ovello Vigna Loreto,DOCG,Barbaresco,Albino Rocca,Piemonte,3,40-44,Nebbiolo 100%,Cosciotto di capriolo al ginepro,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,3k,24,botte,oak,"Granato olimpico. Che sia di Barbaresco lo si capisce dalla paradigmatica sintesi nebbiolesca dell'olfatto: pepe e una variegata palette speziata che dopo  un poco si precisa su profumi di noce moscata, lampone pestato, limpidi cenni balsamici. Intermittenze di rosa, viola, ortensia. L'ingresso in bocca rivela una struttura superiore, completa; i tannini non scherzano e, se appaiono ancora un poco sovraesposti, garantiscono gusto e fondo in un finale difficile da dimenticare. Botti da 20 ettolitri per 24 mesi. ",,Italy,,,
2,0001512,,,,,,,,,,,,2018,2014,Ovello,Barbaresco Ovello Vigna Loreto,DOCG,Barbaresco,Albino Rocca,Piemonte,3,40-44,Nebbiolo 100%,Arrosto di fagiano alle mele,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,3k,24,botte,oak,"Lampi di granato. Profuma d'aghi di pino e fragoline macerate, di felce finissima  e liquirizia. Non la scordi, la forza di quei tannini, ma l'imponenza strutturale li avvolge sino alla fine. Grande durata al palato. Ha stoffa e prospettive eccellenti. Matura in botte grande per 24 mesi. ",,Italy,,,
2,0001512,,,,,,,,,,,,2019,2015,Ovello,Barbaresco Ovello Vigna Loreto,DOCG,Barbaresco,Albino Rocca,Piemonte,3,40-44,Nebbiolo 100%,Lombo di daino al ribes,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,3k,24,botte,oak,"Granato tenue. Anche in questo caso,  un bouquet che progredisce in maniera leggiadra e sicura; vi si apprezza il connubio indissolubile di fragola e menta, con corteggio articolato di liquirizia, caramella alla violetta, infusioni di felce fresca. Rispetto al Ronchi appare meno imponente nella progressione gustativa, Mma non gli manca davvero nulla in finezza, persistenza, grinta tannica. Per 2 anni in botti grandi ",,Italy,,,
2,0001512,,,,,,,,,,,,2020,2016,Ovello,Barbaresco Ovello Vigna Loreto,DOCG,Barbaresco,Albino Rocca,Piemonte,4,40-44,Nebbiolo 100%,Petto d'anatra al Barolo,89,,89,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,3k,24,botte,oak,"Granato scintillante. Colpisce la brillantezza olfattiva, in quest'annata che si preannuncia importante e longeva: profumi di granatina, erbe aromatiche, tratti vegetali rinfrescanti, fragoline, spezie appena macinate. A tanta espressività corrisponde un sorso solo in apparenza leggiadro, ricco di spunti fruttati, in realtà dotato di un tannino tosto ed estratto con pregevole sensibilità, che porta il sorso a un lungo finale di cui non ci si riesce a stancare. Riposa per 24 mesi in botti di rovere austriaco e tedesco da 20 ettolitri. ",,Italy,,,
2,0001512,,,,,,,,,,,,2021,2017,Ovello,Barbaresco Ovello Vigna Loreto,DOCG,Barbaresco,Albino Rocca,Piemonte,4,40-44,Nebbiolo 100%,Guanciale di fassona su vellutata di patate,89,,89,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,1k,24,botte,oak,"Granato. Un paradigma di gioventù, nordico e seduttivo pur in un millesimo caldo: fragolina e lampone, rabarbaro, insondabili profondità balsamiche e boschive. La struttura è massiccia, ma il sorso si mantiene sempre sensuale, come si conviene all'annata, caldo e lunghissimo. Riposa per 2 anni in rovere da 20 ettolitri ",,Italy,,,
2,0001512,,,,,,,,,,,,2022,2018,Ovello,Barbaresco Ovello Vigna Loreto,DOCG,Barbaresco,Albino Rocca,Piemonte,4,45-49,Nebbiolo 100%,nd,89,,89,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,3k,23,botte,oak,,,Italy,,,
1,0001512-1,4.02,22,0.48,24,22,0.48,18,,0.00,,3.5,,,Ovello,Barbaresco Ovello Vigna Loreto,DOCG,Barbaresco,Albino Rocca,Piemonte,3★-4★,45-49,Nebbiolo 100%,Cosciotto di capriolo al ginepro – Arrosto di fagiano alle mele – Lombo di daino al ribes – Petto d'anatra al Barolo – Guanciale di fassona su vellutata di patate,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,1k-3k,23-24 mesi in botte,botte,oak,,,Italy,,,
2,0001515,,,,,,,,,,,,,2013,Ronchi,Barbaresco Ronchi,DOCG,Barbaresco,Albino Rocca,Piemonte,5,40-44,Nebbiolo 100%,Capriolo alla valdostana,91,,91,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,8k,23,botte,oak,"Granato. Che abbia le stimmate del campione lo si capisce subito: profumi profondi di mora e altri frutti di bosco, mentolo, note calde di grafite e noce moscata. Un'articolazione olfattiva  che si muove, s'insinua, s'allarga, progressiva e dialogante, e chissà che cosa diventerà. A volerla dire tutta, in bocca è perfin meglio, tosto e succoso, con tannini giovani ma buonissimi, e una persistenza al di là della norma. Per 2 anni in botti di rovere tedesco e austriaco da 20 ettolitri, seguono 6 mesi in bottiglia. Non perdetelo. ",,Italy,,,
2,0001515,,,,,,,,,,,,,2014,Ronchi,Barbaresco Ronchi,DOCG,Barbaresco,Albino Rocca,Piemonte,4,40-44,Nebbiolo 100%,Risotto al piccione e tartufo,90,,90,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,8k,23,botte,oak,"Granato fitto. Diverso nei presupposti, ma all'olfatto quasi altrettanto seducente: baricentro sul frutto rosso, sensazioni di tabacco e noce moscata, poi s'innesca una scia balsamica e vegetale leggiadra e raffinata. Pur nella diversità delle giaciture e delle esposizioni, con il Cottà condivide  la potenza, l'impalcatura tannica, la straordinaria, imperiosa persistenza Botti da 20 ettolitri, poi 6 mesi di affinamento in bottiglia. ",,Italy,,,
2,0001515,,,,,,,,,,,,,2015,Ronchi,Barbaresco Ronchi,DOCG,Barbaresco,Albino Rocca,Piemonte,5,45-49,Nebbiolo 100%,Fagiano in casseruola,91,,91,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,8k,23,botte,oak,"Granato fitto. Colpisce subito per la profondità olfattiva: un abisso fruttato di lampone, fragola e mora, poi terra  e felce. Entrano in gioco le spezie, bastoncino di liquirizia, chiodi di garofano, insieme a menta fresca e una florealità diffusa. Al palato è un concentrato di carnosità e potenza controllata, e quel tannino, massiccio, giovane, ma già buono, sfiderà gli anni a viso aperto. Fermenta in acciaio e matura per 2 anni in botti da 20 ettolitri. ",,Italy,,,
2,0001515,,,,,,,,,,,,,2016,Ronchi,Barbaresco Ronchi,DOCG,Barbaresco,Albino Rocca,Piemonte,3,45-49,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,8k,23,botte,oak,,,Italy,,,
2,0001515,,,,,,,,,,,,,2018,Ronchi,Barbaresco Ronchi,DOCG,Barbaresco,Albino Rocca,Piemonte,3,45-49,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,8k,23,botte,oak,,,Italy,,,
1,0001515-1,7.64,43,0.91,45,43,0.91,34,,0.00,,4.0,,,Ronchi,Barbaresco Ronchi,DOCG,Barbaresco,Albino Rocca,Piemonte,3★-5★,45-49,Nebbiolo 100%,Capriolo alla valdostana – Risotto al piccione e tartufo – Fagiano in casseruola,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,8k,23,botte,oak,,,Italy,,,
2,0001378,,,,,,,,,,,,,2013,Serraboella,Barbaresco Serraboella,DOCG,Barbaresco,Barale,Piemonte,4,30-34,Nebbiolo 100%,Raschera,90,,90,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,4k,24,botte grande,big oak,"Costantemente tra i più interessanti della denominazione, è un Barbaresco di classe e dalle giuste proporzioni, godibile e bevibile come pochi altri. Ha naso preciso di liquirizia e chiodi di garofano, rosa appassita, foglie secche, poi scioglie note di ciliegia e di confetture un tratto delicato e affascinante. In bocca stesse misure, stesse sensazioni: equilibrio, armonia e finezza tutta  al massimo, con tannini sfumati e lunghezza notevole. Mai banale, sempre nel cuore. Botte grande per 24 mesi ",,Italy,,,
2,0001378,,,,,,,,,,,,,2015,Serraboella,Barbaresco Serraboella,DOCG,Barbaresco,Barale,Piemonte,4,30-34,Nebbiolo 100%,Risotto alle beccacce,89,,89,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,4k,24,botte grande,big oak,"Granato vivido. Il naso è complesso: sensazioni di cioccolato, menta e pesca; poi erbe di montagna, fragola macerata e lampone. Un quadro odoroso di valore, alimentato da un palato di  giusta proporzione, morbido e vellutato nei tannini, dalla chiusura gradevole  e succosa. Un Serraboella di grande finezza. Vinificato in tini di rovere, sosta per 24 mesi in botti di rovere francese. ",,Italy,,,
2,0001378,,,,,,,,,,,,,2016,Serraboella,Barbaresco Serraboella,DOCG,Barbaresco,Barale,Piemonte,3,35-39,Nebbiolo 100%,nd,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,4k,24,botte grande,big oak,,,Italy,,,
2,0001378,,,,,,,,,,,,,2018,Serraboella,Barbaresco Serraboella,DOCG,Barbaresco,Barale,Piemonte,4,35-39,Nebbiolo 100%,nd,89,,89,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,4k,24,botte grande,big oak,,,Italy,,,
1,0001378-1,3.34,19,0.50,25,19,0.50,19,,0.00,,3.8,,,Serraboella,Barbaresco Serraboella,DOCG,Barbaresco,Barale,Piemonte,3★-4★,35-39,Nebbiolo 100%,Raschera – Risotto alle beccacce,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,4k,24,botte grande,big oak,,,Italy,,,
2,0001379,,,,,,,,,,,,,2015,,Barbaresco,DOCG,Barbaresco,Batasiolo,Piemonte,3,25-29,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,80k,6+18,acciaio+botte,steel+oak,,,Italy,,,
2,0001379,,,,,,,,,,,,,2016,,Barbaresco,DOCG,Barbaresco,Batasiolo,Piemonte,3,25-29,Nebbiolo 100%,Tajarin al burro con tartufo bianco,85,,85,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,60k,6+18,acciaio+botte,steel+oak,"Manto granato scuro. Quadro odoroso fine e delicato, in cui si riconoscono ribes rosso, lampone, anguria, pesca, rosa, violetta, foglie secche, cannella e pepe bianco. In bocca è snello, grazie alla spiccata freschezza, al tannino gentile  e a un equilibrio già raggiunto. Regala  un finale sapido e floreale. Sosta per 18 mesi in tonneau ",,Italy,,,
